occ,naq,bre,hdf,pll,nor,pac,cor
0.441,0.154,0.252,0.209,0.454,0.093,0.424,0.096
0.306,0.17,0.291,0.263,0.416,0.072,0.477,0.075
0.226,0.172,0.34,0.319,0.358,0.077,0.53,0.103
0.17,0.175,0.385,0.333,0.314,0.098,0.523,0.205
0.116,0.191,0.411,0.329,0.31,0.111,0.532,0.175
0.068,0.206,0.41,0.332,0.313,0.116,0.555,0.124
0.043,0.205,0.395,0.349,0.277,0.138,0.59,0.076
0.038,0.18,0.361,0.369,0.24,0.167,0.62,0.043
0.038,0.144,0.311,0.37,0.198,0.211,0.617,0.06
0.031,0.11,0.265,0.356,0.177,0.266,0.582,0.042
0.053,0.085,0.216,0.359,0.198,0.324,0.524,0.022
0.119,0.064,0.176,0.373,0.223,0.407,0.456,0.014
0.16,0.056,0.175,0.393,0.313,0.521,0.428,0.036
0.132,0.057,0.197,0.416,0.445,0.581,0.464,0.071
0.088,0.065,0.187,0.44,0.556,0.583,0.445,0.072
0.045,0.074,0.155,0.446,0.586,0.564,0.373,0.052
0.019,0.077,0.129,0.43,0.578,0.543,0.316,0.043
0.02,0.062,0.109,0.428,0.608,0.538,0.281,0.052
0.086,0.038,0.091,0.404,0.597,0.513,0.277,0.084
0.157,0.02,0.082,0.358,0.58,0.492,0.283,0.179
0.194,0.014,0.08,0.26,0.545,0.491,0.308,0.337
0.183,0.02,0.082,0.161,0.486,0.497,0.333,0.398
0.136,0.035,0.08,0.084,0.388,0.43,0.37,0.25
0.142,0.037,0.08,0.038,0.344,0.337,0.441,0.039
0.161,0.03,0.091,0.022,0.354,0.291,0.501,0.058
0.181,0.018,0.141,0.023,0.356,0.349,0.571,0.168
0.202,0.009,0.216,0.025,0.321,0.408,0.618,0.134
0.219,0.007,0.288,0.029,0.29,0.433,0.652,0.05
0.221,0.009,0.328,0.049,0.301,0.419,0.687,0.021
0.219,0.008,0.34,0.089,0.299,0.376,0.721,0.054
0.22,0.011,0.322,0.142,0.287,0.352,0.735,0.179
0.226,0.015,0.272,0.191,0.316,0.366,0.721,0.308
0.227,0.039,0.231,0.205,0.372,0.447,0.68,0.326
0.221,0.09,0.191,0.183,0.408,0.518,0.612,0.274
0.206,0.141,0.146,0.136,0.392,0.442,0.515,0.201
0.176,0.192,0.096,0.103,0.37,0.411,0.42,0.147
0.137,0.247,0.084,0.081,0.323,0.466,0.361,0.108
0.1,0.299,0.124,0.057,0.263,0.55,0.357,0.075
0.084,0.344,0.188,0.049,0.249,0.623,0.354,0.069
0.096,0.376,0.26,0.049,0.231,0.678,0.333,0.088
0.124,0.399,0.306,0.052,0.216,0.697,0.301,0.117
0.174,0.452,0.333,0.061,0.198,0.703,0.26,0.153
0.229,0.521,0.352,0.075,0.155,0.697,0.211,0.191
0.281,0.586,0.364,0.099,0.112,0.655,0.163,0.239
0.33,0.625,0.378,0.156,0.175,0.615,0.144,0.331
0.359,0.666,0.385,0.226,0.229,0.547,0.14,0.397
0.346,0.694,0.339,0.247,0.193,0.452,0.12,0.265
0.354,0.697,0.356,0.224,0.171,0.426,0.101,0.197
0.368,0.702,0.422,0.209,0.203,0.535,0.098,0.279
0.399,0.682,0.495,0.203,0.233,0.555,0.129,0.31
0.445,0.675,0.555,0.201,0.214,0.423,0.171,0.436
0.479,0.722,0.607,0.216,0.201,0.274,0.217,0.488
0.495,0.793,0.652,0.253,0.26,0.183,0.275,0.479
0.495,0.846,0.687,0.307,0.316,0.118,0.323,0.529
0.491,0.875,0.721,0.347,0.345,0.103,0.316,0.566
0.488,0.881,0.746,0.365,0.399,0.076,0.278,0.571
0.479,0.863,0.733,0.362,0.411,0.047,0.254,0.549
0.448,0.828,0.681,0.358,0.37,0.043,0.249,0.501
0.392,0.794,0.615,0.316,0.379,0.061,0.263,0.438
0.275,0.758,0.545,0.288,0.419,0.093,0.309,0.356
0.213,0.703,0.539,0.358,0.408,0.14,0.38,0.251
0.177,0.615,0.486,0.461,0.422,0.188,0.407,0.191
0.127,0.524,0.451,0.52,0.401,0.219,0.407,0.178
0.1,0.437,0.461,0.575,0.387,0.334,0.377,0.162
0.112,0.361,0.463,0.619,0.367,0.395,0.342,0.167
0.151,0.286,0.454,0.672,0.379,0.364,0.295,0.196
0.205,0.233,0.433,0.646,0.375,0.339,0.226,0.188
0.266,0.209,0.422,0.581,0.341,0.324,0.152,0.145
0.341,0.183,0.422,0.492,0.305,0.287,0.084,0.085
0.388,0.161,0.438,0.419,0.26,0.216,0.032,0.062
0.343,0.148,0.428,0.361,0.181,0.114,0.01,0.047
0.324,0.134,0.409,0.316,0.128,0.04,0.016,0.022
0.361,0.152,0.457,0.29,0.081,0.037,0.054,0.009
0.392,0.207,0.479,0.274,0.034,0.077,0.122,0.007
0.446,0.248,0.488,0.257,0.009,0.156,0.175,0.016
0.513,0.268,0.509,0.247,0.004,0.235,0.219,0.036
0.557,0.305,0.544,0.256,0.019,0.271,0.268,0.055
0.571,0.343,0.575,0.256,0.043,0.255,0.333,0.069
0.58,0.364,0.583,0.231,0.057,0.212,0.405,0.081
0.582,0.376,0.591,0.206,0.071,0.172,0.454,0.093
0.554,0.388,0.588,0.189,0.096,0.144,0.461,0.118
0.503,0.366,0.563,0.182,0.145,0.13,0.421,0.159
0.426,0.317,0.524,0.18,0.21,0.124,0.349,0.241
0.296,0.27,0.47,0.206,0.287,0.135,0.253,0.37
0.247,0.232,0.418,0.249,0.376,0.167,0.164,0.468
0.224,0.185,0.429,0.325,0.489,0.189,0.104,0.486
0.202,0.152,0.472,0.392,0.58,0.175,0.064,0.479
0.206,0.135,0.503,0.42,0.608,0.15,0.067,0.485
0.234,0.132,0.52,0.422,0.608,0.142,0.112,0.49
0.273,0.131,0.529,0.407,0.616,0.157,0.171,0.473
0.316,0.12,0.526,0.38,0.612,0.219,0.21,0.448
0.349,0.105,0.529,0.366,0.621,0.337,0.225,0.464
0.359,0.088,0.532,0.345,0.657,0.441,0.224,0.457
0.358,0.065,0.516,0.305,0.699,0.488,0.205,0.38
0.311,0.042,0.451,0.255,0.702,0.482,0.179,0.282
0.311,0.024,0.422,0.266,0.68,0.56,0.173,0.288
0.364,0.014,0.467,0.309,0.711,0.595,0.165,0.312
0.41,0.01,0.469,0.34,0.703,0.632,0.165,0.309
0.444,0.008,0.451,0.362,0.698,0.658,0.197,0.361
0.465,0.009,0.41,0.378,0.708,0.681,0.266,0.347
0.471,0.011,0.358,0.376,0.712,0.716,0.364,0.219
0.465,0.027,0.306,0.34,0.692,0.768,0.479,0.098
0.461,0.055,0.261,0.282,0.641,0.816,0.557,0.06
0.461,0.088,0.227,0.232,0.56,0.852,0.583,0.049
0.458,0.125,0.2,0.205,0.43,0.872,0.597,0.073
0.435,0.158,0.182,0.166,0.266,0.88,0.587,0.109
0.37,0.191,0.162,0.109,0.114,0.878,0.527,0.133
0.253,0.221,0.137,0.068,0.018,0.868,0.405,0.15
0.178,0.247,0.132,0.045,0.032,0.859,0.273,0.174
0.121,0.257,0.143,0.047,0.156,0.853,0.156,0.205
0.08,0.256,0.164,0.043,0.358,0.842,0.062,0.254
0.071,0.241,0.201,0.042,0.488,0.836,0.013,0.291
0.085,0.227,0.245,0.058,0.537,0.838,0.033,0.296
0.112,0.229,0.278,0.076,0.616,0.846,0.111,0.262
0.139,0.241,0.31,0.081,0.721,0.852,0.216,0.221
0.151,0.251,0.348,0.075,0.776,0.852,0.301,0.19
0.143,0.253,0.376,0.06,0.766,0.848,0.352,0.173
0.122,0.249,0.388,0.042,0.729,0.842,0.39,0.163
0.088,0.241,0.347,0.035,0.674,0.865,0.404,0.141
0.062,0.216,0.328,0.036,0.627,0.863,0.382,0.14
0.071,0.188,0.354,0.047,0.615,0.849,0.36,0.175
0.094,0.18,0.362,0.09,0.59,0.825,0.358,0.232
0.128,0.199,0.347,0.142,0.547,0.818,0.392,0.278
0.159,0.225,0.311,0.182,0.495,0.822,0.44,0.299
0.173,0.246,0.304,0.226,0.439,0.83,0.502,0.327
0.175,0.278,0.327,0.301,0.383,0.842,0.553,0.328
0.174,0.327,0.341,0.381,0.333,0.854,0.575,0.29
0.171,0.379,0.34,0.447,0.293,0.861,0.583,0.223
0.157,0.407,0.313,0.489,0.285,0.862,0.63,0.163
0.142,0.391,0.27,0.516,0.307,0.845,0.738,0.118
0.135,0.346,0.216,0.523,0.274,0.828,0.857,0.082
0.157,0.301,0.152,0.498,0.185,0.831,0.948,0.064
0.16,0.277,0.105,0.466,0.119,0.835,0.977,0.052
0.123,0.251,0.087,0.478,0.11,0.841,0.968,0.035
0.069,0.212,0.103,0.479,0.163,0.833,0.963,0.021
0.025,0.166,0.146,0.464,0.248,0.822,0.966,0.017
0.008,0.12,0.201,0.431,0.305,0.807,0.972,0.039
0.027,0.09,0.264,0.385,0.292,0.792,0.972,0.033
0.056,0.064,0.322,0.332,0.3,0.776,0.969,0.004
0.068,0.042,0.358,0.281,0.315,0.764,0.966,0.028
0.072,0.024,0.358,0.227,0.27,0.768,0.964,0.069
0.075,0.015,0.348,0.177,0.168,0.76,0.961,0.077
0.092,0.012,0.304,0.13,0.067,0.716,0.956,0.08
0.092,0.009,0.316,0.116,0.038,0.676,0.953,0.159
0.108,0.006,0.397,0.142,0.066,0.697,0.95,0.268
0.153,0.006,0.433,0.201,0.119,0.674,0.951,0.412
0.175,0.012,0.443,0.26,0.142,0.68,0.948,0.505
0.171,0.022,0.461,0.276,0.148,0.694,0.931,0.563
0.158,0.043,0.503,0.265,0.154,0.701,0.895,0.604
0.148,0.071,0.548,0.23,0.17,0.696,0.841,0.65
0.141,0.096,0.578,0.189,0.191,0.673,0.791,0.708
0.141,0.118,0.596,0.144,0.208,0.635,0.725,0.731
0.151,0.134,0.603,0.114,0.204,0.59,0.59,0.721
0.187,0.132,0.591,0.086,0.187,0.573,0.502,0.728
0.257,0.105,0.574,0.059,0.161,0.588,0.498,0.733
0.377,0.075,0.55,0.035,0.134,0.633,0.521,0.687
0.513,0.086,0.499,0.022,0.128,0.691,0.568,0.615
0.564,0.124,0.473,0.017,0.119,0.725,0.607,0.58
0.605,0.128,0.464,0.016,0.114,0.717,0.615,0.568
0.641,0.09,0.448,0.011,0.119,0.696,0.592,0.554
0.652,0.077,0.473,0.007,0.121,0.664,0.568,0.544
0.662,0.092,0.467,0.016,0.116,0.619,0.572,0.538
0.668,0.115,0.43,0.06,0.105,0.566,0.589,0.539
0.656,0.139,0.414,0.131,0.085,0.51,0.598,0.537
0.627,0.163,0.369,0.191,0.067,0.474,0.571,0.513
0.58,0.177,0.341,0.232,0.055,0.441,0.504,0.474
0.446,0.175,0.285,0.216,0.045,0.372,0.429,0.431
0.279,0.173,0.274,0.177,0.041,0.287,0.398,0.4
0.245,0.176,0.276,0.197,0.066,0.24,0.358,0.371
0.217,0.175,0.26,0.245,0.122,0.23,0.328,0.338
0.179,0.174,0.251,0.303,0.201,0.293,0.308,0.311
0.152,0.183,0.237,0.349,0.287,0.37,0.297,0.289
0.147,0.211,0.206,0.354,0.352,0.436,0.302,0.261
0.157,0.265,0.181,0.325,0.367,0.482,0.324,0.234
0.175,0.335,0.175,0.285,0.346,0.496,0.361,0.214
0.194,0.371,0.17,0.237,0.328,0.482,0.388,0.198
0.207,0.358,0.16,0.205,0.318,0.461,0.388,0.182
0.199,0.329,0.135,0.175,0.325,0.453,0.371,0.157
0.17,0.296,0.114,0.142,0.353,0.444,0.354,0.132
0.128,0.255,0.103,0.114,0.395,0.421,0.331,0.122
0.083,0.223,0.099,0.1,0.429,0.408,0.273,0.104
0.041,0.206,0.102,0.09,0.479,0.487,0.197,0.076
0.016,0.228,0.122,0.088,0.553,0.64,0.123,0.053
0.014,0.247,0.151,0.085,0.594,0.71,0.061,0.04
0.037,0.232,0.168,0.081,0.557,0.701,0.028,0.036
0.107,0.226,0.166,0.072,0.523,0.676,0.025,0.032
0.164,0.223,0.155,0.062,0.457,0.665,0.04,0.032
0.116,0.192,0.157,0.061,0.382,0.66,0.07,0.036
0.086,0.16,0.163,0.06,0.37,0.627,0.1,0.047
0.103,0.148,0.174,0.062,0.354,0.578,0.122,0.062
0.09,0.149,0.175,0.064,0.328,0.559,0.145,0.064
0.057,0.166,0.171,0.122,0.304,0.491,0.172,0.052
0.046,0.185,0.181,0.141,0.176,0.395,0.2,0.042
0.045,0.195,0.181,0.107,0.131,0.314,0.247,0.032
0.057,0.216,0.179,0.135,0.099,0.281,0.312,0.031
0.082,0.262,0.183,0.151,0.084,0.22,0.345,0.059
0.117,0.324,0.203,0.18,0.103,0.202,0.335,0.117
0.152,0.381,0.228,0.18,0.154,0.344,0.308,0.16
0.188,0.428,0.251,0.173,0.22,0.413,0.262,0.177
0.219,0.464,0.26,0.171,0.294,0.445,0.197,0.182
0.233,0.464,0.251,0.177,0.366,0.443,0.139,0.187
0.229,0.431,0.241,0.182,0.43,0.447,0.11,0.195
0.204,0.377,0.234,0.196,0.482,0.438,0.114,0.214
0.156,0.322,0.229,0.206,0.534,0.409,0.159,0.255
0.122,0.285,0.243,0.23,0.593,0.387,0.239,0.282
0.09,0.251,0.271,0.278,0.641,0.433,0.345,0.241
0.056,0.213,0.306,0.328,0.641,0.482,0.469,0.157
0.042,0.174,0.334,0.382,0.61,0.504,0.615,0.1
0.046,0.124,0.358,0.432,0.56,0.51,0.774,0.071
0.058,0.075,0.37,0.436,0.529,0.497,0.89,0.07
0.064,0.046,0.368,0.419,0.441,0.465,0.943,0.121
0.06,0.029,0.373,0.425,0.444,0.434,0.958,0.154
0.056,0.026,0.377,0.433,0.53,0.397,0.949,0.15
0.051,0.027,0.361,0.425,0.563,0.373,0.931,0.108
0.053,0.024,0.291,0.397,0.492,0.337,0.925,0.082
0.076,0.022,0.232,0.447,0.439,0.363,0.923,0.082
0.094,0.022,0.208,0.53,0.366,0.392,0.914,0.075
0.079,0.023,0.197,0.581,0.307,0.388,0.899,0.102
0.05,0.027,0.192,0.581,0.25,0.364,0.865,0.188
0.024,0.036,0.19,0.557,0.207,0.364,0.817,0.301
0.009,0.042,0.186,0.535,0.189,0.4,0.782,0.381
0.003,0.042,0.168,0.528,0.198,0.439,0.75,0.404
0.004,0.036,0.146,0.533,0.226,0.457,0.719,0.419
0.009,0.031,0.131,0.547,0.26,0.444,0.697,0.422
0.006,0.027,0.122,0.58,0.305,0.423,0.689,0.424
0.004,0.027,0.113,0.615,0.359,0.388,0.689,0.417
0.012,0.038,0.098,0.618,0.428,0.34,0.689,0.4
0.02,0.063,0.086,0.579,0.544,0.296,0.695,0.366
0.054,0.126,0.08,0.545,0.709,0.293,0.727,0.316
0.155,0.182,0.079,0.51,0.802,0.316,0.749,0.27
0.293,0.229,0.083,0.479,0.825,0.324,0.779,0.236
0.412,0.275,0.092,0.444,0.768,0.301,0.78,0.205
0.509,0.321,0.101,0.419,0.681,0.262,0.766,0.182
0.542,0.352,0.11,0.399,0.615,0.224,0.751,0.177
0.525,0.364,0.12,0.373,0.579,0.219,0.738,0.189
0.482,0.358,0.132,0.358,0.544,0.304,0.691,0.189
0.429,0.332,0.142,0.364,0.513,0.401,0.63,0.14
0.38,0.299,0.155,0.381,0.499,0.421,0.571,0.074
0.303,0.237,0.157,0.349,0.445,0.34,0.482,0.029
0.202,0.148,0.162,0.319,0.451,0.245,0.364,0.011
0.122,0.103,0.206,0.349,0.439,0.165,0.259,0.01
0.075,0.08,0.23,0.398,0.396,0.113,0.179,0.028
0.037,0.045,0.226,0.43,0.352,0.104,0.157,0.042
0.017,0.027,0.208,0.422,0.322,0.117,0.156,0.044
0.009,0.024,0.197,0.397,0.309,0.133,0.138,0.051
0.004,0.04,0.198,0.364,0.306,0.15,0.105,0.065
0.003,0.093,0.202,0.326,0.306,0.164,0.083,0.075
0.002,0.187,0.218,0.283,0.309,0.179,0.111,0.079
0.002,0.3,0.255,0.257,0.322,0.203,0.16,0.081
0.003,0.399,0.291,0.239,0.333,0.241,0.183,0.084
0.004,0.473,0.322,0.229,0.352,0.29,0.177,0.098
0.008,0.522,0.331,0.23,0.389,0.337,0.155,0.109
0.028,0.549,0.316,0.259,0.5,0.401,0.118,0.096
0.058,0.568,0.297,0.301,0.66,0.485,0.071,0.076
0.078,0.564,0.282,0.354,0.736,0.541,0.043,0.061
0.094,0.558,0.309,0.398,0.748,0.587,0.047,0.043
0.098,0.537,0.337,0.379,0.782,0.615,0.063,0.021
0.084,0.498,0.364,0.337,0.794,0.615,0.054,0.014
0.103,0.464,0.399,0.291,0.781,0.62,0.028,0.013
0.155,0.441,0.409,0.254,0.746,0.632,0.015,0.028
0.219,0.448,0.399,0.226,0.703,0.621,0.022,0.029
0.256,0.464,0.374,0.203,0.668,0.578,0.041,0.014
0.216,0.435,0.313,0.175,0.697,0.505,0.043,0.03
0.146,0.398,0.308,0.178,0.644,0.563,0.036,0.049
0.126,0.352,0.299,0.21,0.632,0.587,0.056,0.043
0.106,0.313,0.287,0.25,0.66,0.576,0.117,0.026
0.077,0.275,0.265,0.274,0.683,0.571,0.181,0.019
0.049,0.251,0.241,0.27,0.702,0.575,0.197,0.031
0.03,0.26,0.237,0.273,0.711,0.583,0.198,0.07
0.017,0.282,0.258,0.294,0.714,0.593,0.202,0.127
0.013,0.316,0.288,0.32,0.697,0.61,0.189,0.169
0.014,0.37,0.322,0.331,0.676,0.633,0.156,0.187
0.019,0.433,0.34,0.328,0.671,0.656,0.111,0.187
0.021,0.484,0.348,0.322,0.692,0.684,0.08,0.151
0.026,0.525,0.336,0.322,0.74,0.694,0.101,0.115
0.028,0.575,0.308,0.313,0.801,0.719,0.145,0.081
0.021,0.616,0.255,0.296,0.861,0.76,0.086,0.043
0.014,0.616,0.221,0.28,0.893,0.773,0.026,0.015
0.009,0.591,0.221,0.289,0.897,0.77,0.032,0.009
0.007,0.55,0.241,0.306,0.884,0.755,0.043,0.013
0.006,0.491,0.251,0.272,0.817,0.726,0.037,0.015
0.017,0.439,0.247,0.216,0.821,0.707,0.055,0.013
0.042,0.412,0.231,0.168,0.828,0.694,0.071,0.01
0.085,0.435,0.213,0.129,0.802,0.676,0.093,0.009
0.138,0.506,0.187,0.091,0.787,0.641,0.139,0.011
0.151,0.545,0.157,0.054,0.778,0.575,0.175,0.01
0.108,0.519,0.123,0.022,0.744,0.464,0.185,0.007
0.082,0.513,0.084,0.009,0.772,0.462,0.186,0.013
0.054,0.451,0.062,0.021,0.731,0.407,0.135,0.055
0.047,0.376,0.055,0.055,0.689,0.34,0.118,0.105
0.055,0.301,0.056,0.089,0.677,0.29,0.13,0.09
0.07,0.237,0.068,0.114,0.687,0.245,0.167,0.057
0.092,0.206,0.09,0.134,0.677,0.208,0.211,0.043
0.114,0.229,0.118,0.157,0.619,0.188,0.231,0.039
0.133,0.308,0.15,0.186,0.539,0.187,0.228,0.037
0.153,0.423,0.182,0.213,0.461,0.192,0.229,0.042
0.166,0.532,0.219,0.237,0.387,0.202,0.26,0.065
0.176,0.61,0.248,0.253,0.349,0.216,0.304,0.093
0.182,0.664,0.266,0.26,0.376,0.239,0.333,0.11
0.187,0.693,0.272,0.27,0.467,0.275,0.349,0.104
0.197,0.702,0.277,0.307,0.635,0.325,0.356,0.07
0.18,0.694,0.29,0.322,0.768,0.322,0.395,0.042
0.151,0.658,0.287,0.285,0.804,0.254,0.492,0.035
0.12,0.617,0.281,0.223,0.797,0.177,0.591,0.045
0.087,0.617,0.281,0.181,0.781,0.114,0.725,0.067
0.088,0.63,0.285,0.166,0.769,0.067,0.815,0.096
0.117,0.622,0.298,0.166,0.738,0.039,0.834,0.136
0.15,0.587,0.304,0.185,0.703,0.03,0.832,0.182
0.178,0.557,0.288,0.214,0.668,0.035,0.822,0.199
0.178,0.552,0.257,0.227,0.632,0.031,0.805,0.184
0.138,0.537,0.206,0.218,0.566,0.018,0.811,0.138
0.151,0.544,0.168,0.199,0.491,0.008,0.825,0.117
0.172,0.503,0.147,0.171,0.469,0.01,0.792,0.141
0.184,0.486,0.136,0.151,0.502,0.011,0.752,0.174
0.201,0.464,0.138,0.151,0.461,0.008,0.733,0.187
0.245,0.427,0.149,0.164,0.384,0.005,0.723,0.189
0.305,0.4,0.172,0.168,0.337,0.008,0.709,0.199
0.37,0.406,0.198,0.157,0.312,0.02,0.691,0.209
0.431,0.432,0.222,0.135,0.245,0.039,0.661,0.204
0.472,0.463,0.244,0.103,0.161,0.06,0.638,0.19
0.486,0.498,0.257,0.071,0.092,0.071,0.632,0.184
0.469,0.535,0.261,0.046,0.045,0.07,0.622,0.183
0.422,0.578,0.26,0.031,0.026,0.063,0.615,0.177
0.328,0.636,0.253,0.024,0.037,0.056,0.612,0.171
0.245,0.707,0.234,0.023,0.092,0.054,0.642,0.16
0.161,0.75,0.246,0.024,0.181,0.048,0.71,0.136
0.097,0.761,0.266,0.024,0.26,0.043,0.754,0.103
0.067,0.768,0.292,0.022,0.324,0.041,0.755,0.095
0.061,0.755,0.33,0.019,0.352,0.04,0.797,0.163
0.079,0.732,0.354,0.016,0.345,0.045,0.827,0.233
0.101,0.707,0.358,0.016,0.301,0.054,0.856,0.279
0.099,0.697,0.347,0.021,0.241,0.06,0.871,0.266
0.092,0.668,0.329,0.033,0.169,0.062,0.873,0.15
0.088,0.634,0.294,0.038,0.105,0.078,0.892,0.106
0.075,0.602,0.233,0.033,0.059,0.1,0.885,0.148
0.079,0.608,0.185,0.026,0.03,0.09,0.871,0.262
0.09,0.58,0.178,0.035,0.019,0.082,0.836,0.373
0.066,0.563,0.175,0.045,0.015,0.09,0.863,0.482
0.028,0.568,0.149,0.061,0.014,0.082,0.926,0.584
0.003,0.481,0.159,0.091,0.024,0.059,0.913,0.665
0.012,0.322,0.204,0.109,0.074,0.046,0.879,0.723
0.093,0.237,0.241,0.119,0.161,0.054,0.846,0.625
0.153,0.281,0.237,0.129,0.241,0.077,0.856,0.392
0.216,0.431,0.216,0.137,0.287,0.099,0.834,0.196
0.276,0.572,0.214,0.157,0.303,0.11,0.775,0.081
0.296,0.663,0.232,0.216,0.287,0.114,0.719,0.019
0.233,0.707,0.277,0.328,0.266,0.109,0.721,0.187
0.141,0.716,0.326,0.444,0.26,0.102,0.823,0.547
0.08,0.707,0.337,0.498,0.281,0.098,0.87,0.37
0.042,0.65,0.352,0.51,0.298,0.094,0.902,0.187
0.019,0.571,0.374,0.465,0.257,0.087,0.928,0.187
0.011,0.523,0.382,0.464,0.193,0.075,0.939,0.173
0.036,0.516,0.385,0.476,0.164,0.057,0.94,0.151
0.085,0.547,0.391,0.504,0.164,0.036,0.94,0.136
0.163,0.547,0.384,0.55,0.174,0.021,0.952,0.129
0.316,0.499,0.364,0.562,0.171,0.027,0.951,0.136
0.404,0.451,0.345,0.581,0.151,0.047,0.945,0.131
0.41,0.396,0.319,0.56,0.131,0.064,0.94,0.137
0.382,0.307,0.257,0.583,0.119,0.067,0.942,0.197
0.404,0.262,0.226,0.63,0.105,0.073,0.939,0.262
0.357,0.241,0.216,0.638,0.09,0.054,0.925,0.342
0.269,0.197,0.21,0.624,0.079,0.025,0.92,0.44
0.209,0.177,0.215,0.599,0.07,0.014,0.921,0.525
0.187,0.208,0.219,0.577,0.073,0.03,0.941,0.571
0.177,0.288,0.226,0.56,0.095,0.045,0.966,0.583
0.169,0.378,0.24,0.532,0.142,0.06,0.981,0.61
0.165,0.439,0.255,0.5,0.219,0.088,0.989,0.638
0.18,0.461,0.266,0.468,0.306,0.144,0.99,0.641
0.229,0.473,0.273,0.423,0.377,0.221,0.991,0.599
0.263,0.488,0.27,0.362,0.434,0.308,0.991,0.529
0.223,0.495,0.258,0.292,0.491,0.376,0.991,0.475
0.171,0.479,0.239,0.21,0.544,0.422,0.99,0.444
0.175,0.491,0.203,0.151,0.58,0.451,0.985,0.407
0.192,0.516,0.197,0.11,0.629,0.486,0.985,0.387
0.223,0.532,0.184,0.07,0.633,0.5,0.987,0.392
0.271,0.555,0.17,0.045,0.61,0.509,0.989,0.373
0.373,0.587,0.151,0.032,0.508,0.484,0.99,0.291
0.49,0.612,0.128,0.027,0.444,0.444,0.988,0.187
0.512,0.633,0.102,0.023,0.407,0.417,0.988,0.118
0.439,0.653,0.077,0.02,0.379,0.388,0.981,0.072
0.314,0.646,0.054,0.027,0.388,0.352,0.966,0.04
0.2,0.612,0.035,0.054,0.41,0.318,0.944,0.021
0.181,0.546,0.023,0.081,0.395,0.257,0.922,0.022
0.187,0.532,0.016,0.093,0.42,0.25,0.894,0.043
0.178,0.476,0.019,0.112,0.41,0.269,0.837,0.076
0.118,0.419,0.018,0.139,0.393,0.266,0.735,0.114
0.034,0.385,0.024,0.154,0.364,0.251,0.627,0.168
0.014,0.369,0.047,0.144,0.308,0.217,0.529,0.229
0.109,0.376,0.087,0.118,0.259,0.187,0.453,0.279
0.209,0.4,0.129,0.091,0.239,0.175,0.376,0.315
0.37,0.444,0.163,0.067,0.266,0.181,0.299,0.352
0.421,0.498,0.182,0.046,0.321,0.197,0.235,0.378
0.213,0.555,0.191,0.033,0.364,0.232,0.216,0.379
0.109,0.612,0.188,0.028,0.403,0.275,0.234,0.364
0.047,0.647,0.174,0.029,0.457,0.307,0.302,0.333
0.025,0.651,0.156,0.032,0.542,0.346,0.41,0.299
0.036,0.692,0.16,0.036,0.643,0.438,0.514,0.27
0.029,0.761,0.197,0.038,0.748,0.506,0.542,0.227
0.038,0.758,0.231,0.041,0.767,0.505,0.521,0.193
0.154,0.716,0.264,0.052,0.76,0.491,0.45,0.171
0.214,0.665,0.281,0.07,0.737,0.478,0.379,0.166
0.264,0.611,0.278,0.099,0.691,0.441,0.337,0.183
0.301,0.568,0.257,0.156,0.63,0.398,0.308,0.209
0.289,0.529,0.236,0.248,0.596,0.364,0.274,0.223
0.296,0.51,0.223,0.345,0.59,0.337,0.245,0.209
0.34,0.498,0.221,0.411,0.599,0.301,0.228,0.18
0.378,0.433,0.2,0.388,0.568,0.219,0.23,0.131
0.395,0.347,0.15,0.413,0.614,0.21,0.206,0.098
0.385,0.351,0.159,0.385,0.663,0.188,0.142,0.076
0.334,0.41,0.203,0.333,0.671,0.141,0.097,0.068
0.223,0.431,0.248,0.337,0.668,0.103,0.078,0.076
0.128,0.434,0.288,0.365,0.66,0.071,0.082,0.086
0.088,0.429,0.314,0.357,0.649,0.052,0.1,0.098
0.075,0.436,0.344,0.333,0.633,0.055,0.127,0.112
0.082,0.464,0.391,0.328,0.61,0.086,0.159,0.127
0.117,0.501,0.434,0.337,0.587,0.127,0.206,0.142
0.175,0.524,0.453,0.337,0.55,0.148,0.275,0.158
0.266,0.535,0.43,0.331,0.504,0.148,0.365,0.171
0.343,0.535,0.383,0.314,0.491,0.136,0.468,0.175
0.429,0.534,0.319,0.277,0.508,0.119,0.571,0.174
0.547,0.579,0.282,0.251,0.583,0.11,0.726,0.156
0.637,0.633,0.285,0.247,0.683,0.099,0.824,0.129
0.719,0.667,0.263,0.219,0.705,0.082,0.862,0.109
0.777,0.671,0.235,0.173,0.658,0.069,0.863,0.09
0.809,0.633,0.205,0.126,0.595,0.059,0.846,0.063
0.826,0.58,0.187,0.088,0.514,0.054,0.813,0.034
0.844,0.537,0.187,0.06,0.444,0.054,0.775,0.015
0.857,0.522,0.206,0.04,0.379,0.052,0.744,0.006
0.858,0.542,0.233,0.027,0.336,0.054,0.716,0.005
0.86,0.575,0.254,0.019,0.305,0.066,0.672,0.006
0.863,0.568,0.216,0.017,0.231,0.069,0.599,0.007
0.883,0.599,0.177,0.017,0.149,0.058,0.52,0.011
0.875,0.614,0.203,0.015,0.124,0.05,0.367,0.015
0.855,0.632,0.211,0.017,0.094,0.055,0.187,0.021
0.817,0.632,0.206,0.018,0.063,0.065,0.07,0.027
0.774,0.604,0.187,0.02,0.037,0.074,0.026,0.038
