occ,naq,bre,hdf,pll,ara,est,nor,bfc,cvl,pac,cor,idf
0.067,0.68,0.715,0.553,0.727,0.186,0.56,0.534,0.625,0.417,0.195,0.09,0.345
0.068,0.844,0.579,0.511,0.854,0.176,0.542,0.405,0.574,0.452,0.243,0.119,0.299
0.069,0.916,0.336,0.417,0.911,0.223,0.499,0.304,0.512,0.558,0.29,0.21,0.259
0.095,0.949,0.22,0.324,0.896,0.371,0.442,0.231,0.439,0.633,0.323,0.306,0.347
0.122,0.977,0.385,0.24,0.758,0.533,0.364,0.161,0.397,0.68,0.341,0.333,0.459
0.177,0.988,0.804,0.169,0.379,0.553,0.283,0.132,0.463,0.643,0.347,0.336,0.497
0.254,0.989,0.85,0.117,0.161,0.547,0.229,0.102,0.575,0.462,0.337,0.367,0.428
0.361,0.98,0.722,0.07,0.339,0.617,0.202,0.082,0.65,0.299,0.33,0.417,0.294
0.543,0.968,0.509,0.044,0.622,0.633,0.21,0.08,0.612,0.147,0.388,0.499,0.134
0.731,0.949,0.505,0.037,0.798,0.59,0.257,0.096,0.602,0.164,0.474,0.493,0.09
0.842,0.921,0.663,0.036,0.809,0.558,0.303,0.121,0.693,0.287,0.428,0.505,0.137
0.879,0.905,0.783,0.03,0.753,0.547,0.301,0.112,0.66,0.502,0.412,0.572,0.269
0.883,0.89,0.812,0.023,0.721,0.507,0.267,0.11,0.549,0.61,0.413,0.549,0.399
0.883,0.893,0.779,0.033,0.708,0.433,0.257,0.145,0.489,0.58,0.386,0.599,0.42
0.862,0.865,0.727,0.072,0.61,0.398,0.224,0.182,0.553,0.462,0.32,0.668,0.361
0.819,0.811,0.66,0.093,0.595,0.365,0.248,0.206,0.643,0.394,0.255,0.821,0.231
0.749,0.744,0.588,0.127,0.645,0.241,0.311,0.322,0.669,0.468,0.22,0.913,0.306
0.67,0.642,0.493,0.213,0.628,0.125,0.32,0.448,0.612,0.539,0.19,0.956,0.444
0.582,0.491,0.413,0.312,0.465,0.091,0.329,0.507,0.524,0.581,0.186,0.975,0.506
0.484,0.456,0.389,0.401,0.386,0.111,0.36,0.511,0.479,0.583,0.197,0.981,0.554
0.399,0.488,0.472,0.411,0.379,0.138,0.406,0.567,0.533,0.527,0.192,0.983,0.597
0.331,0.555,0.555,0.422,0.379,0.145,0.425,0.656,0.55,0.43,0.175,0.982,0.48
0.28,0.707,0.587,0.461,0.439,0.128,0.401,0.656,0.499,0.373,0.143,0.981,0.418
0.21,0.793,0.587,0.519,0.547,0.099,0.41,0.561,0.425,0.367,0.093,0.982,0.36
0.204,0.795,0.543,0.527,0.582,0.097,0.457,0.479,0.341,0.433,0.063,0.983,0.319
0.195,0.792,0.48,0.449,0.617,0.165,0.48,0.399,0.32,0.45,0.073,0.983,0.339
0.215,0.774,0.442,0.357,0.601,0.278,0.459,0.382,0.36,0.475,0.096,0.981,0.368
0.199,0.72,0.433,0.304,0.524,0.359,0.39,0.433,0.424,0.508,0.1,0.98,0.392
0.154,0.601,0.445,0.312,0.433,0.375,0.32,0.453,0.437,0.546,0.12,0.98,0.386
0.12,0.637,0.46,0.358,0.387,0.399,0.31,0.513,0.51,0.504,0.149,0.979,0.382
0.094,0.645,0.502,0.437,0.395,0.405,0.347,0.545,0.612,0.366,0.197,0.977,0.423
0.102,0.544,0.558,0.472,0.414,0.33,0.478,0.468,0.626,0.349,0.216,0.979,0.365
0.099,0.486,0.675,0.444,0.512,0.297,0.558,0.38,0.561,0.334,0.205,0.981,0.335
0.09,0.598,0.724,0.453,0.604,0.297,0.602,0.428,0.58,0.391,0.219,0.977,0.388
0.09,0.748,0.808,0.473,0.698,0.293,0.607,0.498,0.611,0.51,0.299,0.965,0.493
0.074,0.777,0.872,0.467,0.813,0.308,0.658,0.566,0.619,0.67,0.384,0.943,0.608
0.056,0.744,0.861,0.475,0.844,0.276,0.627,0.603,0.644,0.759,0.367,0.924,0.61
0.055,0.692,0.819,0.422,0.816,0.213,0.513,0.565,0.654,0.734,0.295,0.896,0.615
0.067,0.661,0.732,0.334,0.753,0.179,0.372,0.512,0.588,0.695,0.206,0.853,0.591
0.093,0.595,0.663,0.3,0.646,0.169,0.326,0.473,0.57,0.706,0.175,0.803,0.638
0.117,0.544,0.677,0.326,0.55,0.222,0.377,0.48,0.606,0.681,0.171,0.726,0.649
0.121,0.533,0.695,0.328,0.508,0.242,0.437,0.507,0.575,0.631,0.145,0.652,0.589
0.098,0.538,0.67,0.291,0.478,0.23,0.477,0.528,0.548,0.536,0.126,0.612,0.528
0.076,0.548,0.645,0.33,0.409,0.2,0.45,0.566,0.506,0.413,0.101,0.585,0.468
0.073,0.571,0.628,0.35,0.415,0.16,0.436,0.542,0.452,0.383,0.077,0.527,0.457
0.087,0.594,0.58,0.413,0.43,0.132,0.434,0.522,0.418,0.394,0.065,0.46,0.452
0.113,0.602,0.494,0.383,0.483,0.108,0.42,0.506,0.382,0.382,0.061,0.448,0.434
0.13,0.586,0.425,0.342,0.471,0.086,0.357,0.487,0.346,0.36,0.045,0.46,0.405
0.096,0.568,0.355,0.281,0.442,0.09,0.301,0.449,0.323,0.34,0.024,0.505,0.362
0.071,0.552,0.326,0.244,0.366,0.094,0.248,0.399,0.292,0.349,0.02,0.563,0.311
0.058,0.543,0.328,0.229,0.35,0.085,0.197,0.355,0.279,0.36,0.02,0.668,0.269
0.049,0.538,0.338,0.205,0.309,0.076,0.163,0.287,0.298,0.294,0.009,0.71,0.256
0.045,0.525,0.301,0.198,0.297,0.084,0.178,0.251,0.299,0.267,0.009,0.65,0.262
0.043,0.519,0.287,0.168,0.262,0.103,0.184,0.197,0.272,0.278,0.023,0.531,0.211
0.041,0.487,0.307,0.132,0.228,0.124,0.169,0.148,0.245,0.239,0.04,0.46,0.187
0.035,0.446,0.342,0.102,0.204,0.127,0.149,0.11,0.231,0.222,0.052,0.465,0.149
0.025,0.438,0.394,0.07,0.153,0.12,0.117,0.071,0.197,0.151,0.056,0.549,0.094
0.039,0.43,0.509,0.052,0.161,0.157,0.086,0.042,0.174,0.109,0.086,0.664,0.069
0.05,0.466,0.641,0.031,0.203,0.173,0.076,0.019,0.184,0.079,0.112,0.732,0.034
0.058,0.526,0.74,0.021,0.21,0.175,0.074,0.007,0.165,0.052,0.133,0.756,0.013
0.068,0.574,0.774,0.02,0.197,0.167,0.067,0.01,0.146,0.029,0.136,0.737,0.005
0.063,0.613,0.734,0.023,0.186,0.141,0.06,0.021,0.097,0.011,0.135,0.722,0.007
0.051,0.649,0.63,0.028,0.182,0.111,0.047,0.033,0.054,0.005,0.15,0.701,0.018
0.073,0.646,0.499,0.036,0.175,0.129,0.037,0.043,0.047,0.014,0.168,0.707,0.034
0.1,0.63,0.448,0.048,0.232,0.177,0.033,0.057,0.054,0.039,0.193,0.75,0.058
0.141,0.62,0.41,0.058,0.291,0.173,0.03,0.066,0.056,0.074,0.187,0.818,0.077
0.192,0.599,0.399,0.07,0.29,0.153,0.03,0.077,0.055,0.096,0.156,0.87,0.088
0.225,0.578,0.377,0.089,0.25,0.132,0.032,0.09,0.056,0.104,0.123,0.893,0.093
0.25,0.523,0.327,0.116,0.224,0.115,0.036,0.105,0.064,0.109,0.098,0.893,0.1
0.279,0.471,0.309,0.154,0.218,0.09,0.042,0.131,0.074,0.121,0.077,0.882,0.114
0.31,0.45,0.294,0.2,0.195,0.065,0.052,0.179,0.082,0.138,0.057,0.852,0.135
0.355,0.422,0.293,0.235,0.162,0.045,0.061,0.237,0.087,0.147,0.04,0.808,0.16
0.397,0.35,0.274,0.243,0.131,0.034,0.068,0.285,0.092,0.143,0.03,0.762,0.179
0.432,0.323,0.252,0.256,0.11,0.025,0.07,0.306,0.097,0.134,0.024,0.726,0.188
0.445,0.3,0.236,0.274,0.105,0.025,0.069,0.308,0.113,0.12,0.024,0.713,0.187
0.483,0.274,0.222,0.279,0.1,0.039,0.068,0.294,0.117,0.108,0.035,0.68,0.184
0.48,0.261,0.207,0.266,0.108,0.061,0.067,0.271,0.125,0.099,0.055,0.643,0.187
0.463,0.264,0.188,0.229,0.13,0.082,0.066,0.232,0.116,0.106,0.081,0.632,0.184
0.457,0.288,0.195,0.203,0.138,0.095,0.065,0.2,0.102,0.111,0.11,0.631,0.173
0.435,0.279,0.184,0.195,0.133,0.095,0.063,0.175,0.105,0.109,0.123,0.631,0.154
0.429,0.248,0.13,0.172,0.101,0.103,0.07,0.132,0.116,0.078,0.138,0.617,0.105
0.504,0.219,0.093,0.133,0.083,0.161,0.099,0.09,0.12,0.055,0.245,0.592,0.088
0.528,0.22,0.098,0.103,0.09,0.173,0.132,0.053,0.127,0.051,0.298,0.567,0.075
0.521,0.287,0.138,0.08,0.115,0.16,0.159,0.033,0.139,0.048,0.301,0.54,0.057
0.507,0.337,0.181,0.064,0.151,0.139,0.182,0.026,0.141,0.06,0.284,0.504,0.052
0.48,0.3,0.212,0.056,0.197,0.114,0.173,0.033,0.141,0.089,0.258,0.445,0.055
0.438,0.227,0.212,0.06,0.202,0.085,0.14,0.045,0.129,0.126,0.216,0.358,0.064
0.325,0.18,0.18,0.055,0.173,0.05,0.133,0.044,0.1,0.144,0.144,0.277,0.055
0.231,0.235,0.201,0.032,0.188,0.029,0.17,0.046,0.118,0.181,0.102,0.218,0.054
0.184,0.272,0.25,0.025,0.237,0.02,0.181,0.08,0.149,0.221,0.086,0.179,0.084
0.158,0.261,0.247,0.055,0.275,0.018,0.166,0.149,0.165,0.225,0.078,0.165,0.138
0.147,0.27,0.264,0.133,0.268,0.025,0.161,0.224,0.166,0.229,0.069,0.163,0.188
0.132,0.325,0.35,0.232,0.274,0.037,0.15,0.282,0.186,0.233,0.062,0.169,0.22
0.112,0.382,0.375,0.303,0.326,0.045,0.144,0.328,0.19,0.224,0.053,0.181,0.22
0.086,0.401,0.386,0.319,0.443,0.057,0.14,0.36,0.184,0.227,0.038,0.196,0.227
0.069,0.42,0.617,0.308,0.533,0.082,0.137,0.351,0.189,0.261,0.023,0.206,0.238
0.07,0.444,0.69,0.287,0.594,0.125,0.154,0.355,0.209,0.33,0.016,0.211,0.291
0.089,0.542,0.594,0.287,0.546,0.168,0.164,0.38,0.221,0.493,0.02,0.203,0.349
0.105,0.72,0.491,0.297,0.504,0.179,0.178,0.462,0.239,0.572,0.037,0.193,0.473
0.099,0.744,0.375,0.33,0.653,0.182,0.191,0.435,0.249,0.482,0.055,0.175,0.479
0.088,0.635,0.328,0.447,0.499,0.225,0.223,0.294,0.26,0.385,0.076,0.175,0.372
0.102,0.538,0.308,0.42,0.471,0.287,0.24,0.386,0.311,0.467,0.101,0.205,0.352
0.143,0.457,0.265,0.239,0.366,0.308,0.282,0.675,0.381,0.505,0.122,0.25,0.383
0.163,0.351,0.236,0.233,0.287,0.317,0.328,0.746,0.448,0.379,0.121,0.299,0.355
0.164,0.292,0.212,0.428,0.203,0.269,0.402,0.687,0.542,0.376,0.08,0.341,0.39
0.22,0.261,0.201,0.596,0.202,0.213,0.516,0.617,0.507,0.413,0.055,0.333,0.41
0.268,0.325,0.274,0.645,0.282,0.175,0.57,0.609,0.515,0.425,0.044,0.275,0.491
0.252,0.346,0.341,0.632,0.342,0.139,0.445,0.578,0.499,0.413,0.039,0.221,0.482
0.221,0.327,0.355,0.61,0.398,0.082,0.408,0.522,0.449,0.417,0.032,0.172,0.439
0.188,0.324,0.338,0.555,0.408,0.041,0.397,0.452,0.371,0.433,0.023,0.144,0.417
0.163,0.358,0.303,0.444,0.361,0.022,0.386,0.394,0.287,0.389,0.015,0.13,0.399
0.138,0.361,0.281,0.352,0.323,0.024,0.317,0.364,0.212,0.309,0.015,0.131,0.33
0.13,0.348,0.293,0.33,0.319,0.037,0.264,0.35,0.187,0.307,0.017,0.151,0.286
0.131,0.328,0.305,0.344,0.291,0.047,0.22,0.355,0.182,0.335,0.022,0.188,0.291
0.122,0.325,0.277,0.308,0.274,0.053,0.2,0.332,0.199,0.294,0.027,0.231,0.288
0.103,0.35,0.243,0.299,0.291,0.055,0.19,0.323,0.24,0.272,0.031,0.265,0.258
0.079,0.383,0.18,0.315,0.302,0.051,0.183,0.305,0.262,0.242,0.033,0.294,0.224
0.064,0.433,0.098,0.287,0.312,0.04,0.167,0.261,0.218,0.193,0.034,0.332,0.187
0.063,0.495,0.035,0.25,0.349,0.025,0.152,0.211,0.17,0.154,0.037,0.381,0.151
0.087,0.523,0.016,0.211,0.336,0.016,0.143,0.167,0.157,0.14,0.039,0.386,0.123
0.131,0.526,0.028,0.15,0.364,0.017,0.153,0.121,0.152,0.157,0.041,0.28,0.099
0.17,0.516,0.047,0.11,0.375,0.018,0.175,0.087,0.147,0.169,0.043,0.212,0.096
0.203,0.527,0.089,0.091,0.338,0.019,0.175,0.065,0.131,0.205,0.043,0.223,0.099
0.198,0.556,0.133,0.08,0.26,0.019,0.148,0.055,0.094,0.273,0.041,0.207,0.106
0.173,0.552,0.188,0.072,0.171,0.023,0.121,0.048,0.068,0.299,0.044,0.265,0.117
0.154,0.568,0.223,0.065,0.156,0.026,0.095,0.043,0.056,0.32,0.048,0.39,0.125
0.133,0.583,0.26,0.059,0.18,0.024,0.063,0.041,0.06,0.299,0.05,0.451,0.131
0.113,0.559,0.294,0.052,0.182,0.018,0.038,0.04,0.068,0.247,0.051,0.43,0.135
0.118,0.483,0.284,0.046,0.197,0.012,0.017,0.041,0.068,0.199,0.034,0.437,0.117
0.143,0.388,0.307,0.039,0.203,0.011,0.011,0.036,0.088,0.157,0.025,0.463,0.086
0.202,0.404,0.317,0.031,0.193,0.009,0.009,0.024,0.085,0.145,0.018,0.476,0.057
0.234,0.561,0.338,0.02,0.183,0.01,0.011,0.009,0.067,0.128,0.022,0.476,0.036
0.194,0.65,0.347,0.016,0.186,0.012,0.016,0.005,0.047,0.095,0.027,0.498,0.019
0.107,0.663,0.338,0.025,0.189,0.01,0.019,0.019,0.028,0.057,0.023,0.516,0.012
0.082,0.605,0.298,0.035,0.195,0.006,0.019,0.032,0.02,0.035,0.021,0.536,0.018
0.149,0.505,0.229,0.038,0.184,0.006,0.019,0.036,0.021,0.049,0.026,0.539,0.03
0.269,0.422,0.226,0.047,0.197,0.009,0.017,0.038,0.031,0.102,0.034,0.517,0.038
0.352,0.382,0.287,0.075,0.212,0.016,0.014,0.049,0.048,0.145,0.033,0.484,0.035
0.462,0.364,0.297,0.119,0.201,0.033,0.009,0.076,0.062,0.143,0.034,0.471,0.027
0.571,0.328,0.289,0.165,0.175,0.061,0.007,0.106,0.064,0.111,0.049,0.465,0.026
0.645,0.295,0.272,0.196,0.151,0.094,0.01,0.133,0.055,0.076,0.095,0.45,0.04
0.68,0.278,0.234,0.213,0.126,0.114,0.016,0.16,0.044,0.059,0.139,0.459,0.073
0.697,0.234,0.187,0.21,0.096,0.133,0.026,0.169,0.033,0.058,0.172,0.484,0.105
0.703,0.175,0.16,0.207,0.072,0.15,0.039,0.166,0.026,0.06,0.207,0.501,0.122
0.706,0.134,0.138,0.212,0.067,0.151,0.052,0.155,0.026,0.067,0.245,0.518,0.125
0.701,0.12,0.106,0.218,0.058,0.146,0.061,0.149,0.033,0.08,0.262,0.543,0.126
0.687,0.1,0.073,0.231,0.043,0.139,0.066,0.146,0.041,0.095,0.264,0.543,0.132
0.676,0.067,0.061,0.231,0.031,0.133,0.067,0.141,0.049,0.096,0.271,0.46,0.137
0.668,0.035,0.065,0.222,0.027,0.124,0.071,0.137,0.061,0.086,0.282,0.31,0.14
0.649,0.013,0.08,0.211,0.026,0.114,0.079,0.134,0.08,0.073,0.293,0.176,0.143
0.617,0.006,0.145,0.184,0.023,0.102,0.085,0.119,0.092,0.064,0.302,0.093,0.141
0.566,0.016,0.259,0.138,0.026,0.093,0.079,0.097,0.088,0.053,0.282,0.054,0.131
0.569,0.039,0.33,0.095,0.042,0.119,0.061,0.099,0.062,0.049,0.28,0.043,0.095
0.572,0.052,0.341,0.084,0.073,0.136,0.068,0.126,0.062,0.058,0.391,0.042,0.093
0.527,0.097,0.453,0.13,0.123,0.144,0.088,0.182,0.069,0.076,0.405,0.038,0.134
0.459,0.158,0.557,0.188,0.262,0.112,0.117,0.255,0.078,0.134,0.345,0.04,0.182
0.388,0.229,0.561,0.237,0.407,0.079,0.122,0.333,0.089,0.229,0.256,0.051,0.25
0.28,0.311,0.441,0.282,0.477,0.053,0.111,0.374,0.086,0.297,0.175,0.067,0.287
0.175,0.431,0.324,0.266,0.494,0.032,0.089,0.347,0.076,0.304,0.111,0.087,0.269
0.078,0.523,0.444,0.229,0.511,0.02,0.065,0.367,0.065,0.217,0.065,0.088,0.264
0.047,0.518,0.582,0.314,0.464,0.014,0.057,0.439,0.064,0.214,0.042,0.087,0.309
0.027,0.489,0.617,0.382,0.251,0.009,0.055,0.485,0.068,0.308,0.029,0.079,0.325
0.019,0.74,0.613,0.379,0.117,0.013,0.06,0.483,0.105,0.295,0.017,0.055,0.292
0.023,0.875,0.575,0.368,0.211,0.037,0.076,0.493,0.192,0.229,0.012,0.031,0.248
0.046,0.785,0.535,0.355,0.391,0.079,0.106,0.521,0.269,0.181,0.015,0.015,0.21
0.068,0.668,0.501,0.32,0.45,0.103,0.139,0.478,0.276,0.098,0.032,0.01,0.158
0.106,0.604,0.502,0.292,0.417,0.106,0.15,0.382,0.256,0.059,0.044,0.011,0.111
0.267,0.544,0.543,0.277,0.379,0.123,0.145,0.274,0.252,0.043,0.047,0.013,0.082
0.576,0.498,0.537,0.253,0.367,0.134,0.138,0.191,0.251,0.047,0.045,0.013,0.06
0.672,0.457,0.584,0.217,0.331,0.136,0.14,0.142,0.25,0.098,0.024,0.013,0.037
0.692,0.41,0.563,0.193,0.315,0.111,0.149,0.131,0.218,0.167,0.016,0.014,0.021
0.653,0.343,0.522,0.189,0.308,0.083,0.157,0.155,0.19,0.177,0.019,0.008,0.019
0.581,0.306,0.499,0.188,0.283,0.06,0.158,0.2,0.18,0.182,0.02,0.004,0.022
0.525,0.279,0.488,0.188,0.264,0.035,0.15,0.234,0.179,0.188,0.028,0.012,0.027
0.476,0.225,0.457,0.187,0.256,0.029,0.15,0.236,0.187,0.173,0.056,0.049,0.033
0.437,0.17,0.389,0.179,0.249,0.032,0.131,0.232,0.175,0.14,0.092,0.105,0.045
0.421,0.112,0.29,0.166,0.178,0.033,0.078,0.234,0.137,0.092,0.107,0.178,0.064
0.46,0.077,0.225,0.139,0.125,0.047,0.06,0.222,0.117,0.058,0.129,0.251,0.095
0.469,0.059,0.252,0.111,0.111,0.063,0.048,0.203,0.089,0.034,0.182,0.299,0.118
0.463,0.053,0.269,0.105,0.078,0.077,0.043,0.192,0.055,0.015,0.218,0.34,0.122
0.453,0.055,0.215,0.092,0.052,0.085,0.037,0.162,0.03,0.007,0.231,0.398,0.111
0.473,0.054,0.154,0.068,0.038,0.1,0.029,0.132,0.016,0.009,0.238,0.466,0.092
0.507,0.043,0.117,0.065,0.026,0.119,0.023,0.127,0.01,0.017,0.237,0.558,0.064
0.525,0.048,0.073,0.088,0.016,0.132,0.019,0.145,0.009,0.025,0.263,0.652,0.052
0.515,0.053,0.06,0.11,0.022,0.171,0.021,0.158,0.01,0.039,0.305,0.715,0.058
0.547,0.06,0.053,0.109,0.036,0.197,0.03,0.138,0.01,0.059,0.314,0.759,0.052
0.589,0.065,0.033,0.135,0.064,0.213,0.048,0.156,0.009,0.088,0.322,0.801,0.058
0.621,0.072,0.014,0.202,0.118,0.2,0.056,0.187,0.01,0.127,0.344,0.845,0.081
0.635,0.086,0.019,0.224,0.176,0.184,0.043,0.188,0.012,0.178,0.36,0.881,0.115
0.623,0.079,0.094,0.243,0.243,0.211,0.037,0.217,0.013,0.225,0.369,0.905,0.155
0.604,0.095,0.15,0.279,0.262,0.229,0.051,0.249,0.031,0.224,0.343,0.911,0.175
0.564,0.091,0.202,0.274,0.225,0.183,0.055,0.264,0.035,0.212,0.299,0.909,0.21
0.563,0.079,0.214,0.264,0.184,0.166,0.029,0.277,0.015,0.194,0.278,0.909,0.207
0.622,0.058,0.228,0.274,0.165,0.178,0.02,0.277,0.018,0.161,0.288,0.908,0.16
0.587,0.049,0.227,0.306,0.146,0.149,0.026,0.284,0.036,0.139,0.283,0.896,0.162
0.55,0.051,0.26,0.347,0.166,0.075,0.038,0.33,0.043,0.167,0.269,0.859,0.195
0.519,0.058,0.29,0.331,0.194,0.039,0.043,0.385,0.042,0.194,0.248,0.807,0.257
0.491,0.09,0.322,0.386,0.208,0.034,0.048,0.457,0.045,0.223,0.21,0.772,0.289
0.459,0.117,0.374,0.491,0.216,0.049,0.056,0.55,0.047,0.291,0.173,0.763,0.353
0.418,0.138,0.471,0.542,0.238,0.066,0.065,0.604,0.052,0.31,0.165,0.775,0.401
0.41,0.145,0.45,0.565,0.25,0.054,0.086,0.498,0.065,0.369,0.14,0.827,0.463
0.4,0.11,0.377,0.468,0.262,0.041,0.109,0.39,0.093,0.419,0.118,0.876,0.486
0.392,0.118,0.514,0.405,0.281,0.033,0.125,0.428,0.158,0.421,0.1,0.874,0.433
0.413,0.178,0.658,0.369,0.291,0.035,0.159,0.516,0.226,0.367,0.079,0.813,0.335
0.425,0.206,0.663,0.459,0.387,0.039,0.19,0.617,0.271,0.317,0.064,0.714,0.346
0.416,0.277,0.65,0.599,0.456,0.037,0.216,0.65,0.287,0.313,0.056,0.631,0.413
0.417,0.41,0.612,0.561,0.46,0.036,0.215,0.621,0.242,0.328,0.05,0.505,0.433
0.386,0.529,0.544,0.457,0.416,0.035,0.231,0.562,0.205,0.326,0.055,0.353,0.397
0.376,0.498,0.461,0.417,0.42,0.037,0.253,0.518,0.214,0.37,0.082,0.323,0.408
0.411,0.415,0.408,0.405,0.405,0.037,0.255,0.508,0.222,0.388,0.111,0.366,0.416
0.461,0.407,0.385,0.434,0.36,0.044,0.215,0.49,0.224,0.369,0.135,0.347,0.391
0.543,0.419,0.426,0.439,0.36,0.06,0.199,0.465,0.218,0.35,0.146,0.274,0.382
0.681,0.41,0.424,0.43,0.328,0.093,0.201,0.433,0.197,0.35,0.165,0.189,0.367
0.799,0.382,0.328,0.416,0.322,0.143,0.191,0.4,0.211,0.359,0.247,0.108,0.342
0.821,0.355,0.291,0.379,0.316,0.194,0.222,0.348,0.209,0.337,0.331,0.053,0.303
0.787,0.325,0.323,0.334,0.329,0.216,0.247,0.344,0.179,0.317,0.363,0.026,0.3
0.733,0.285,0.302,0.301,0.322,0.205,0.241,0.347,0.175,0.282,0.363,0.003,0.308
0.672,0.238,0.334,0.297,0.365,0.161,0.24,0.419,0.178,0.292,0.36,0.012,0.386
0.626,0.265,0.309,0.314,0.379,0.155,0.236,0.476,0.182,0.312,0.36,0.06,0.476
0.592,0.326,0.279,0.334,0.347,0.132,0.236,0.476,0.191,0.286,0.386,0.082,0.381
0.583,0.356,0.269,0.359,0.291,0.109,0.248,0.469,0.163,0.299,0.379,0.125,0.32
0.569,0.364,0.256,0.379,0.241,0.08,0.264,0.478,0.181,0.344,0.353,0.185,0.299
0.572,0.36,0.252,0.394,0.234,0.056,0.307,0.48,0.175,0.332,0.354,0.268,0.287
0.605,0.346,0.274,0.388,0.228,0.052,0.326,0.463,0.197,0.323,0.344,0.408,0.264
0.649,0.32,0.263,0.334,0.182,0.065,0.334,0.417,0.208,0.272,0.334,0.521,0.254
0.699,0.254,0.236,0.296,0.178,0.096,0.32,0.377,0.187,0.268,0.485,0.544,0.247
0.722,0.26,0.303,0.348,0.285,0.144,0.306,0.382,0.212,0.287,0.551,0.597,0.265
0.729,0.308,0.451,0.433,0.396,0.158,0.29,0.436,0.254,0.361,0.533,0.672,0.315
0.723,0.381,0.519,0.477,0.452,0.169,0.293,0.48,0.249,0.402,0.493,0.759,0.307
0.718,0.343,0.473,0.511,0.459,0.18,0.294,0.527,0.237,0.378,0.476,0.796,0.27
0.697,0.262,0.378,0.533,0.36,0.181,0.22,0.57,0.222,0.279,0.433,0.789,0.237
0.625,0.225,0.281,0.567,0.218,0.135,0.189,0.631,0.161,0.181,0.358,0.748,0.234
0.541,0.248,0.23,0.566,0.189,0.117,0.227,0.685,0.159,0.199,0.347,0.693,0.269
0.488,0.209,0.247,0.517,0.191,0.112,0.217,0.653,0.169,0.227,0.317,0.635,0.315
0.454,0.146,0.271,0.418,0.185,0.096,0.207,0.588,0.169,0.224,0.266,0.576,0.347
0.408,0.098,0.262,0.386,0.186,0.083,0.227,0.543,0.16,0.255,0.213,0.505,0.352
0.334,0.046,0.256,0.366,0.161,0.073,0.196,0.502,0.149,0.266,0.186,0.401,0.317
0.297,0.04,0.264,0.36,0.133,0.085,0.142,0.462,0.153,0.232,0.178,0.299,0.288
0.266,0.056,0.279,0.361,0.122,0.11,0.11,0.46,0.138,0.182,0.178,0.191,0.27
0.231,0.084,0.297,0.384,0.134,0.127,0.088,0.423,0.09,0.153,0.185,0.103,0.255
0.22,0.112,0.295,0.377,0.166,0.138,0.076,0.37,0.059,0.159,0.195,0.047,0.249
0.187,0.122,0.293,0.334,0.176,0.148,0.074,0.313,0.042,0.147,0.203,0.032,0.227
0.149,0.132,0.286,0.292,0.16,0.142,0.086,0.264,0.043,0.136,0.227,0.074,0.224
0.14,0.13,0.264,0.258,0.135,0.146,0.106,0.222,0.055,0.131,0.256,0.144,0.217
0.132,0.096,0.257,0.235,0.111,0.153,0.119,0.195,0.067,0.131,0.283,0.196,0.199
0.117,0.07,0.271,0.227,0.086,0.149,0.125,0.184,0.073,0.129,0.311,0.218,0.199
0.132,0.041,0.295,0.222,0.071,0.145,0.132,0.177,0.076,0.15,0.339,0.215,0.199
0.16,0.022,0.304,0.201,0.07,0.135,0.125,0.165,0.084,0.134,0.331,0.23,0.184
0.17,0.009,0.234,0.156,0.073,0.132,0.118,0.147,0.092,0.124,0.291,0.255,0.143
0.219,0.01,0.135,0.109,0.081,0.131,0.106,0.134,0.089,0.112,0.382,0.297,0.108
0.287,0.029,0.168,0.11,0.109,0.134,0.112,0.137,0.088,0.125,0.39,0.317,0.108
0.371,0.07,0.209,0.125,0.146,0.128,0.114,0.153,0.096,0.156,0.372,0.289,0.122
0.478,0.111,0.262,0.136,0.172,0.124,0.114,0.176,0.106,0.188,0.342,0.22,0.155
0.565,0.149,0.315,0.149,0.208,0.125,0.11,0.225,0.109,0.243,0.307,0.149,0.212
0.599,0.195,0.364,0.178,0.236,0.116,0.103,0.266,0.107,0.287,0.259,0.094,0.247
0.528,0.199,0.458,0.22,0.236,0.091,0.104,0.281,0.101,0.262,0.218,0.074,0.242
0.417,0.265,0.59,0.267,0.333,0.08,0.127,0.309,0.114,0.297,0.212,0.052,0.297
0.336,0.337,0.645,0.299,0.422,0.066,0.143,0.355,0.121,0.314,0.212,0.031,0.329
0.248,0.359,0.589,0.336,0.442,0.046,0.144,0.422,0.132,0.355,0.209,0.01,0.339
0.171,0.373,0.515,0.399,0.468,0.029,0.142,0.516,0.156,0.43,0.175,0.003,0.401
0.127,0.467,0.352,0.418,0.541,0.019,0.145,0.595,0.189,0.502,0.141,0.008,0.464
0.085,0.574,0.297,0.47,0.461,0.023,0.135,0.697,0.228,0.563,0.101,0.016,0.506
0.058,0.556,0.299,0.522,0.33,0.031,0.143,0.745,0.261,0.542,0.053,0.02,0.542
0.055,0.517,0.276,0.555,0.216,0.053,0.147,0.745,0.291,0.581,0.025,0.023,0.603
0.097,0.513,0.239,0.576,0.202,0.108,0.156,0.663,0.319,0.522,0.02,0.028,0.572
0.163,0.41,0.149,0.552,0.193,0.18,0.176,0.507,0.342,0.41,0.04,0.024,0.387
0.239,0.347,0.098,0.468,0.207,0.236,0.184,0.368,0.319,0.27,0.085,0.016,0.271
0.3,0.327,0.09,0.508,0.218,0.289,0.17,0.33,0.275,0.211,0.135,0.02,0.224
