occ,naq,bre,hdf,pll,ara,est,nor,bfc,cvl,pac,cor,idf
0.104,0.481,0.879,0.695,0.871,0.338,0.394,0.965,0.465,0.934,0.127,0.152,0.837
0.082,0.554,0.795,0.847,0.862,0.344,0.438,0.943,0.585,0.895,0.169,0.144,0.892
0.057,0.53,0.663,0.886,0.885,0.355,0.507,0.865,0.648,0.884,0.203,0.123,0.905
0.047,0.592,0.556,0.823,0.911,0.382,0.633,0.787,0.675,0.889,0.234,0.109,0.851
0.046,0.638,0.527,0.74,0.917,0.4,0.685,0.663,0.666,0.912,0.275,0.107,0.857
0.045,0.708,0.617,0.636,0.9,0.442,0.71,0.581,0.685,0.93,0.304,0.114,0.841
0.052,0.759,0.794,0.53,0.858,0.463,0.722,0.485,0.721,0.914,0.296,0.138,0.748
0.042,0.785,0.865,0.403,0.807,0.496,0.808,0.433,0.736,0.895,0.315,0.167,0.668
0.037,0.791,0.851,0.473,0.822,0.561,0.838,0.606,0.777,0.848,0.34,0.171,0.654
0.051,0.842,0.853,0.573,0.911,0.609,0.847,0.714,0.861,0.865,0.374,0.16,0.747
0.071,0.897,0.894,0.633,0.909,0.761,0.92,0.776,0.921,0.924,0.406,0.147,0.823
0.133,0.909,0.938,0.616,0.901,0.837,0.924,0.818,0.9,0.941,0.407,0.15,0.806
0.265,0.877,0.927,0.602,0.917,0.827,0.841,0.824,0.874,0.923,0.32,0.17,0.785
0.524,0.811,0.884,0.638,0.917,0.708,0.753,0.839,0.918,0.914,0.232,0.229,0.874
0.692,0.71,0.785,0.717,0.865,0.562,0.788,0.804,0.926,0.914,0.228,0.336,0.906
0.707,0.607,0.638,0.736,0.772,0.522,0.877,0.81,0.901,0.846,0.383,0.468,0.829
0.675,0.55,0.547,0.747,0.671,0.359,0.869,0.812,0.866,0.731,0.408,0.612,0.743
0.631,0.513,0.438,0.752,0.558,0.284,0.828,0.796,0.819,0.638,0.289,0.744,0.704
0.553,0.473,0.399,0.737,0.425,0.24,0.779,0.766,0.714,0.563,0.192,0.839,0.663
0.48,0.481,0.377,0.663,0.382,0.199,0.726,0.695,0.604,0.491,0.133,0.892,0.589
0.46,0.476,0.342,0.55,0.379,0.193,0.692,0.619,0.54,0.501,0.139,0.921,0.454
0.435,0.491,0.321,0.497,0.358,0.231,0.676,0.566,0.545,0.48,0.181,0.946,0.423
0.458,0.471,0.314,0.469,0.34,0.309,0.651,0.548,0.544,0.455,0.22,0.951,0.395
0.488,0.442,0.327,0.446,0.315,0.338,0.594,0.531,0.517,0.394,0.239,0.948,0.37
0.489,0.376,0.344,0.431,0.323,0.32,0.491,0.516,0.422,0.358,0.25,0.951,0.339
0.499,0.289,0.358,0.408,0.338,0.305,0.452,0.488,0.416,0.341,0.243,0.955,0.299
0.495,0.256,0.375,0.357,0.311,0.295,0.41,0.441,0.357,0.307,0.252,0.954,0.306
0.502,0.264,0.391,0.297,0.257,0.281,0.355,0.397,0.282,0.243,0.267,0.961,0.255
0.527,0.297,0.382,0.24,0.234,0.272,0.289,0.379,0.283,0.22,0.277,0.971,0.252
0.547,0.302,0.405,0.204,0.232,0.241,0.254,0.334,0.231,0.218,0.298,0.974,0.315
0.493,0.292,0.419,0.21,0.225,0.208,0.229,0.328,0.184,0.231,0.29,0.976,0.344
0.522,0.234,0.366,0.197,0.245,0.227,0.231,0.296,0.183,0.238,0.301,0.977,0.222
0.578,0.212,0.297,0.245,0.299,0.296,0.224,0.328,0.197,0.212,0.419,0.951,0.236
0.631,0.275,0.288,0.274,0.325,0.317,0.239,0.316,0.224,0.182,0.442,0.914,0.279
0.67,0.3,0.307,0.26,0.33,0.306,0.262,0.262,0.255,0.159,0.453,0.892,0.263
0.68,0.307,0.25,0.239,0.299,0.281,0.255,0.211,0.252,0.147,0.457,0.882,0.22
0.685,0.311,0.211,0.212,0.239,0.267,0.234,0.173,0.227,0.13,0.451,0.865,0.184
0.687,0.278,0.173,0.169,0.189,0.24,0.206,0.143,0.18,0.121,0.437,0.844,0.166
0.658,0.219,0.129,0.125,0.135,0.157,0.166,0.113,0.143,0.107,0.382,0.844,0.143
0.588,0.196,0.11,0.118,0.116,0.147,0.183,0.101,0.127,0.123,0.349,0.856,0.15
0.551,0.221,0.098,0.095,0.112,0.188,0.205,0.078,0.121,0.141,0.33,0.857,0.161
0.522,0.219,0.073,0.06,0.095,0.225,0.222,0.059,0.104,0.134,0.312,0.845,0.151
0.509,0.198,0.042,0.031,0.074,0.26,0.212,0.045,0.089,0.127,0.334,0.83,0.133
0.516,0.168,0.021,0.02,0.057,0.269,0.187,0.044,0.069,0.121,0.388,0.81,0.106
0.514,0.13,0.014,0.018,0.052,0.271,0.144,0.043,0.047,0.114,0.416,0.794,0.083
0.508,0.099,0.017,0.026,0.056,0.254,0.105,0.048,0.032,0.097,0.444,0.804,0.057
0.506,0.087,0.028,0.043,0.061,0.245,0.089,0.062,0.022,0.069,0.459,0.81,0.037
0.524,0.074,0.044,0.058,0.068,0.232,0.093,0.083,0.018,0.043,0.463,0.801,0.03
0.513,0.064,0.062,0.077,0.066,0.218,0.077,0.115,0.012,0.024,0.467,0.775,0.031
0.493,0.058,0.081,0.104,0.055,0.187,0.06,0.156,0.007,0.013,0.471,0.733,0.041
0.455,0.053,0.091,0.13,0.042,0.165,0.044,0.165,0.007,0.008,0.475,0.667,0.044
0.423,0.041,0.091,0.148,0.034,0.155,0.03,0.146,0.007,0.007,0.484,0.573,0.035
0.382,0.031,0.086,0.167,0.029,0.143,0.024,0.137,0.006,0.009,0.494,0.433,0.025
0.366,0.032,0.076,0.179,0.023,0.149,0.02,0.14,0.005,0.011,0.481,0.366,0.02
0.34,0.036,0.062,0.194,0.018,0.161,0.019,0.151,0.005,0.011,0.443,0.352,0.019
0.315,0.036,0.036,0.182,0.014,0.187,0.019,0.143,0.004,0.01,0.491,0.319,0.02
0.355,0.046,0.021,0.164,0.012,0.211,0.024,0.139,0.007,0.011,0.565,0.229,0.025
0.343,0.053,0.021,0.177,0.01,0.224,0.027,0.131,0.014,0.011,0.566,0.146,0.028
0.32,0.058,0.025,0.191,0.004,0.255,0.027,0.117,0.018,0.011,0.556,0.127,0.026
0.296,0.067,0.025,0.19,0.003,0.281,0.027,0.1,0.022,0.011,0.57,0.16,0.025
0.271,0.078,0.026,0.177,0.008,0.287,0.028,0.089,0.029,0.009,0.581,0.199,0.022
0.248,0.09,0.028,0.158,0.015,0.282,0.028,0.08,0.035,0.006,0.566,0.235,0.016
0.218,0.099,0.03,0.144,0.025,0.25,0.03,0.081,0.039,0.004,0.53,0.249,0.009
0.221,0.126,0.037,0.193,0.048,0.267,0.031,0.095,0.051,0.005,0.569,0.254,0.008
0.27,0.176,0.042,0.248,0.076,0.31,0.028,0.104,0.066,0.011,0.575,0.24,0.015
0.274,0.206,0.041,0.26,0.099,0.308,0.021,0.11,0.078,0.017,0.553,0.254,0.026
0.252,0.235,0.037,0.252,0.114,0.288,0.016,0.116,0.092,0.022,0.557,0.257,0.038
0.229,0.266,0.032,0.236,0.125,0.272,0.014,0.121,0.105,0.027,0.561,0.227,0.05
0.207,0.294,0.033,0.217,0.14,0.264,0.013,0.131,0.12,0.038,0.553,0.179,0.06
0.197,0.292,0.05,0.2,0.154,0.264,0.012,0.139,0.14,0.054,0.533,0.119,0.067
0.197,0.259,0.086,0.193,0.16,0.27,0.011,0.15,0.167,0.068,0.496,0.061,0.072
0.189,0.248,0.13,0.201,0.159,0.279,0.01,0.161,0.191,0.077,0.428,0.024,0.073
0.177,0.241,0.168,0.219,0.16,0.255,0.009,0.175,0.21,0.082,0.382,0.01,0.076
0.167,0.236,0.189,0.223,0.168,0.229,0.011,0.184,0.22,0.088,0.359,0.009,0.08
0.153,0.219,0.195,0.218,0.185,0.187,0.017,0.197,0.222,0.1,0.33,0.016,0.088
0.134,0.187,0.2,0.219,0.201,0.134,0.026,0.209,0.218,0.115,0.295,0.05,0.096
0.106,0.177,0.2,0.21,0.215,0.096,0.036,0.197,0.211,0.13,0.274,0.095,0.104
0.079,0.169,0.199,0.177,0.229,0.073,0.045,0.176,0.198,0.139,0.25,0.134,0.116
0.064,0.118,0.191,0.147,0.213,0.041,0.044,0.162,0.137,0.12,0.187,0.164,0.1
0.055,0.063,0.117,0.131,0.112,0.02,0.022,0.144,0.076,0.054,0.114,0.182,0.055
0.055,0.05,0.07,0.15,0.106,0.011,0.022,0.139,0.117,0.038,0.062,0.18,0.05
0.054,0.037,0.139,0.163,0.218,0.012,0.017,0.155,0.116,0.087,0.018,0.155,0.082
0.058,0.035,0.161,0.169,0.205,0.009,0.013,0.15,0.1,0.077,0.015,0.118,0.072
0.057,0.035,0.116,0.154,0.187,0.011,0.012,0.124,0.095,0.071,0.022,0.077,0.059
0.058,0.037,0.085,0.132,0.178,0.014,0.012,0.103,0.099,0.078,0.026,0.044,0.05
0.059,0.043,0.068,0.117,0.176,0.018,0.015,0.092,0.109,0.095,0.025,0.03,0.048
0.063,0.059,0.065,0.106,0.151,0.019,0.022,0.085,0.11,0.107,0.019,0.042,0.051
0.071,0.11,0.09,0.133,0.176,0.021,0.036,0.102,0.14,0.165,0.012,0.039,0.078
0.073,0.201,0.148,0.177,0.256,0.026,0.054,0.144,0.169,0.25,0.012,0.037,0.131
0.065,0.3,0.216,0.227,0.313,0.029,0.069,0.197,0.178,0.305,0.018,0.036,0.195
0.061,0.357,0.268,0.267,0.331,0.031,0.079,0.248,0.18,0.317,0.027,0.034,0.243
0.061,0.392,0.295,0.291,0.322,0.037,0.086,0.282,0.182,0.297,0.033,0.034,0.262
0.067,0.386,0.303,0.294,0.304,0.049,0.097,0.291,0.189,0.269,0.04,0.044,0.262
0.08,0.362,0.29,0.283,0.279,0.065,0.113,0.277,0.195,0.244,0.043,0.063,0.25
0.091,0.341,0.266,0.261,0.258,0.086,0.125,0.25,0.199,0.22,0.045,0.074,0.222
0.101,0.298,0.246,0.234,0.251,0.107,0.128,0.224,0.205,0.187,0.042,0.077,0.182
0.117,0.274,0.222,0.215,0.26,0.112,0.119,0.208,0.209,0.156,0.036,0.072,0.146
0.128,0.28,0.162,0.201,0.266,0.105,0.104,0.192,0.209,0.131,0.029,0.065,0.117
0.136,0.27,0.115,0.201,0.279,0.093,0.086,0.187,0.203,0.109,0.021,0.064,0.103
0.138,0.248,0.109,0.215,0.284,0.08,0.074,0.193,0.19,0.088,0.022,0.065,0.091
0.147,0.241,0.112,0.232,0.274,0.074,0.073,0.205,0.182,0.066,0.027,0.064,0.067
0.157,0.225,0.117,0.245,0.25,0.073,0.079,0.213,0.186,0.044,0.03,0.06,0.054
0.153,0.22,0.118,0.213,0.217,0.06,0.073,0.203,0.164,0.029,0.029,0.058,0.049
0.137,0.264,0.1,0.123,0.175,0.039,0.038,0.143,0.093,0.018,0.015,0.054,0.037
0.177,0.225,0.098,0.084,0.178,0.051,0.023,0.104,0.077,0.015,0.017,0.027,0.032
0.218,0.175,0.108,0.081,0.168,0.09,0.026,0.093,0.098,0.02,0.031,0.008,0.031
0.241,0.119,0.107,0.086,0.165,0.094,0.029,0.093,0.102,0.021,0.033,0.002,0.03
0.252,0.079,0.117,0.089,0.171,0.088,0.029,0.093,0.117,0.026,0.032,0.003,0.03
0.26,0.058,0.114,0.095,0.172,0.076,0.031,0.094,0.124,0.037,0.029,0.016,0.027
0.264,0.055,0.117,0.101,0.163,0.06,0.038,0.099,0.129,0.049,0.025,0.03,0.026
0.238,0.072,0.121,0.118,0.139,0.043,0.06,0.123,0.144,0.064,0.024,0.036,0.042
0.239,0.167,0.163,0.177,0.157,0.039,0.089,0.189,0.22,0.102,0.026,0.036,0.079
0.229,0.358,0.25,0.243,0.175,0.033,0.119,0.264,0.288,0.15,0.021,0.037,0.125
0.177,0.468,0.317,0.291,0.185,0.028,0.149,0.312,0.326,0.192,0.014,0.045,0.166
0.134,0.454,0.353,0.309,0.197,0.026,0.176,0.321,0.336,0.215,0.008,0.061,0.196
0.109,0.433,0.354,0.312,0.213,0.027,0.191,0.31,0.323,0.222,0.005,0.085,0.216
0.099,0.395,0.338,0.307,0.237,0.028,0.189,0.293,0.291,0.215,0.006,0.111,0.231
0.101,0.35,0.321,0.295,0.264,0.028,0.18,0.279,0.256,0.203,0.008,0.127,0.234
0.117,0.306,0.304,0.289,0.281,0.028,0.174,0.272,0.228,0.189,0.01,0.139,0.238
0.133,0.256,0.289,0.298,0.277,0.027,0.169,0.284,0.207,0.175,0.012,0.135,0.243
0.14,0.202,0.287,0.32,0.262,0.026,0.151,0.309,0.19,0.152,0.014,0.122,0.241
0.14,0.178,0.287,0.305,0.257,0.026,0.127,0.333,0.175,0.125,0.015,0.111,0.227
0.138,0.192,0.286,0.24,0.262,0.024,0.105,0.328,0.156,0.096,0.017,0.089,0.178
0.135,0.225,0.279,0.204,0.279,0.024,0.095,0.282,0.147,0.067,0.018,0.066,0.119
0.131,0.225,0.268,0.194,0.299,0.026,0.1,0.208,0.148,0.046,0.019,0.048,0.076
0.127,0.233,0.262,0.187,0.308,0.029,0.116,0.167,0.151,0.034,0.02,0.033,0.05
0.126,0.214,0.243,0.163,0.281,0.032,0.114,0.156,0.138,0.028,0.021,0.022,0.035
0.112,0.156,0.141,0.127,0.149,0.029,0.058,0.131,0.077,0.019,0.016,0.016,0.021
0.125,0.131,0.076,0.102,0.072,0.025,0.035,0.107,0.047,0.012,0.008,0.012,0.018
0.159,0.103,0.057,0.121,0.073,0.034,0.037,0.102,0.055,0.013,0.008,0.007,0.023
0.186,0.077,0.086,0.125,0.086,0.047,0.048,0.106,0.065,0.02,0.013,0.01,0.031
0.2,0.059,0.078,0.125,0.082,0.057,0.044,0.122,0.071,0.029,0.017,0.022,0.037
0.209,0.045,0.084,0.124,0.075,0.062,0.049,0.132,0.077,0.036,0.019,0.029,0.046
0.212,0.042,0.081,0.121,0.069,0.056,0.057,0.135,0.084,0.041,0.021,0.029,0.053
0.188,0.058,0.082,0.132,0.069,0.05,0.082,0.14,0.103,0.044,0.026,0.026,0.061
0.162,0.118,0.105,0.182,0.086,0.05,0.123,0.173,0.161,0.048,0.031,0.026,0.077
0.14,0.217,0.135,0.234,0.102,0.047,0.158,0.215,0.21,0.054,0.024,0.027,0.093
0.104,0.32,0.153,0.281,0.11,0.044,0.176,0.254,0.239,0.06,0.014,0.033,0.108
0.076,0.388,0.165,0.317,0.112,0.045,0.184,0.281,0.26,0.07,0.009,0.057,0.117
0.057,0.427,0.175,0.337,0.11,0.049,0.186,0.288,0.272,0.08,0.008,0.103,0.119
0.047,0.413,0.183,0.357,0.119,0.057,0.181,0.302,0.271,0.094,0.009,0.134,0.126
0.045,0.355,0.176,0.372,0.138,0.067,0.174,0.317,0.262,0.105,0.015,0.154,0.138
0.047,0.311,0.155,0.372,0.16,0.078,0.166,0.324,0.251,0.109,0.026,0.184,0.15
0.052,0.272,0.132,0.366,0.182,0.088,0.161,0.324,0.236,0.111,0.036,0.206,0.161
0.061,0.233,0.11,0.356,0.204,0.099,0.162,0.32,0.214,0.118,0.04,0.199,0.165
0.071,0.197,0.092,0.349,0.22,0.111,0.167,0.312,0.188,0.128,0.038,0.173,0.163
0.071,0.182,0.081,0.351,0.224,0.123,0.173,0.306,0.159,0.134,0.032,0.16,0.16
0.067,0.197,0.08,0.364,0.21,0.139,0.178,0.307,0.137,0.142,0.028,0.149,0.161
0.062,0.215,0.084,0.379,0.167,0.157,0.187,0.321,0.127,0.156,0.026,0.133,0.175
0.06,0.231,0.08,0.382,0.132,0.172,0.198,0.334,0.128,0.17,0.024,0.115,0.195
0.056,0.19,0.076,0.342,0.108,0.168,0.155,0.307,0.132,0.152,0.023,0.101,0.201
0.048,0.112,0.063,0.197,0.079,0.117,0.071,0.192,0.081,0.086,0.019,0.09,0.114
0.057,0.082,0.057,0.11,0.068,0.1,0.045,0.116,0.055,0.05,0.03,0.081,0.047
0.085,0.072,0.066,0.088,0.074,0.169,0.059,0.099,0.05,0.049,0.054,0.066,0.039
0.109,0.065,0.074,0.125,0.072,0.2,0.076,0.121,0.046,0.064,0.066,0.039,0.064
0.125,0.061,0.092,0.131,0.08,0.205,0.078,0.123,0.039,0.071,0.066,0.016,0.074
0.137,0.068,0.11,0.117,0.08,0.197,0.07,0.113,0.035,0.069,0.065,0.006,0.078
0.148,0.093,0.126,0.101,0.083,0.177,0.054,0.096,0.033,0.061,0.062,0.003,0.076
0.152,0.127,0.129,0.087,0.086,0.154,0.045,0.079,0.034,0.061,0.058,0.007,0.082
0.163,0.222,0.163,0.104,0.122,0.191,0.045,0.096,0.039,0.079,0.062,0.011,0.116
0.173,0.335,0.243,0.148,0.177,0.22,0.057,0.145,0.052,0.104,0.056,0.015,0.156
0.158,0.409,0.311,0.222,0.236,0.217,0.086,0.218,0.081,0.136,0.044,0.017,0.195
0.143,0.442,0.363,0.301,0.286,0.21,0.126,0.287,0.12,0.165,0.033,0.02,0.221
0.133,0.437,0.386,0.352,0.328,0.206,0.165,0.33,0.158,0.186,0.028,0.024,0.231
0.132,0.405,0.388,0.372,0.366,0.205,0.199,0.344,0.184,0.205,0.027,0.031,0.231
0.139,0.38,0.382,0.373,0.413,0.214,0.227,0.345,0.207,0.231,0.033,0.038,0.224
0.145,0.376,0.388,0.364,0.457,0.227,0.243,0.341,0.234,0.26,0.041,0.045,0.213
0.151,0.395,0.393,0.358,0.454,0.235,0.252,0.325,0.264,0.272,0.048,0.048,0.206
0.158,0.386,0.386,0.36,0.46,0.227,0.25,0.315,0.277,0.272,0.052,0.05,0.208
0.163,0.362,0.355,0.375,0.43,0.213,0.239,0.312,0.282,0.291,0.054,0.051,0.224
0.167,0.365,0.306,0.388,0.417,0.199,0.232,0.31,0.304,0.322,0.051,0.045,0.26
0.172,0.367,0.264,0.392,0.402,0.2,0.236,0.32,0.329,0.364,0.046,0.036,0.303
0.176,0.372,0.236,0.394,0.408,0.195,0.25,0.353,0.338,0.379,0.044,0.029,0.344
0.179,0.364,0.217,0.4,0.416,0.194,0.256,0.41,0.356,0.368,0.042,0.027,0.36
0.184,0.308,0.207,0.379,0.381,0.201,0.215,0.43,0.307,0.303,0.043,0.029,0.313
0.156,0.214,0.194,0.313,0.279,0.149,0.148,0.385,0.212,0.177,0.039,0.021,0.21
0.213,0.193,0.176,0.281,0.281,0.239,0.136,0.336,0.184,0.137,0.066,0.019,0.169
0.27,0.277,0.22,0.382,0.398,0.364,0.201,0.399,0.18,0.289,0.093,0.017,0.293
0.308,0.282,0.278,0.41,0.358,0.402,0.229,0.419,0.169,0.329,0.106,0.014,0.327
0.334,0.256,0.315,0.417,0.301,0.395,0.207,0.399,0.137,0.316,0.117,0.015,0.308
0.349,0.227,0.311,0.399,0.255,0.366,0.181,0.349,0.11,0.281,0.121,0.017,0.273
0.36,0.189,0.286,0.338,0.212,0.318,0.143,0.291,0.087,0.243,0.12,0.019,0.229
0.352,0.171,0.228,0.301,0.163,0.251,0.158,0.265,0.095,0.2,0.115,0.018,0.195
0.335,0.266,0.212,0.322,0.162,0.245,0.222,0.287,0.152,0.211,0.126,0.019,0.208
0.33,0.418,0.254,0.359,0.184,0.245,0.291,0.33,0.233,0.23,0.134,0.015,0.23
0.299,0.479,0.271,0.379,0.201,0.231,0.349,0.37,0.305,0.242,0.122,0.008,0.247
0.274,0.47,0.268,0.379,0.226,0.229,0.375,0.398,0.33,0.256,0.11,0.004,0.264
0.256,0.444,0.247,0.372,0.269,0.236,0.377,0.408,0.321,0.274,0.108,0.003,0.281
0.236,0.391,0.217,0.379,0.347,0.24,0.366,0.414,0.307,0.306,0.11,0.003,0.306
0.232,0.332,0.186,0.387,0.403,0.271,0.35,0.413,0.3,0.349,0.111,0.004,0.322
0.229,0.279,0.16,0.386,0.405,0.284,0.334,0.397,0.281,0.377,0.119,0.005,0.324
0.235,0.297,0.139,0.379,0.382,0.272,0.307,0.37,0.254,0.366,0.126,0.004,0.321
0.232,0.323,0.122,0.367,0.326,0.239,0.263,0.336,0.243,0.331,0.122,0.003,0.315
0.219,0.302,0.111,0.343,0.289,0.206,0.22,0.294,0.25,0.279,0.109,0.003,0.303
0.207,0.291,0.089,0.305,0.205,0.192,0.205,0.252,0.236,0.227,0.102,0.003,0.262
0.196,0.282,0.064,0.267,0.168,0.185,0.191,0.217,0.195,0.203,0.096,0.007,0.191
0.189,0.264,0.045,0.242,0.166,0.181,0.166,0.187,0.17,0.21,0.093,0.015,0.139
0.19,0.278,0.033,0.22,0.179,0.182,0.136,0.163,0.166,0.229,0.092,0.025,0.128
0.18,0.249,0.03,0.173,0.187,0.19,0.131,0.14,0.179,0.233,0.093,0.034,0.128
0.177,0.192,0.031,0.119,0.265,0.221,0.125,0.131,0.193,0.161,0.093,0.027,0.127
0.282,0.231,0.028,0.112,0.317,0.379,0.143,0.141,0.187,0.212,0.117,0.022,0.161
0.326,0.266,0.023,0.115,0.308,0.428,0.178,0.132,0.162,0.196,0.137,0.018,0.161
0.336,0.249,0.022,0.115,0.317,0.435,0.224,0.129,0.15,0.177,0.145,0.014,0.161
0.338,0.209,0.026,0.12,0.316,0.419,0.27,0.123,0.14,0.191,0.141,0.013,0.189
0.347,0.16,0.031,0.133,0.297,0.388,0.305,0.125,0.134,0.208,0.132,0.015,0.215
0.359,0.115,0.036,0.138,0.26,0.347,0.3,0.133,0.131,0.22,0.119,0.02,0.215
0.349,0.074,0.034,0.132,0.195,0.276,0.291,0.15,0.114,0.187,0.1,0.03,0.178
0.32,0.045,0.038,0.158,0.16,0.227,0.33,0.176,0.131,0.175,0.089,0.046,0.163
0.289,0.03,0.05,0.192,0.165,0.222,0.36,0.184,0.164,0.187,0.086,0.042,0.16
0.245,0.014,0.066,0.211,0.153,0.201,0.36,0.187,0.2,0.177,0.082,0.035,0.155
0.21,0.015,0.086,0.222,0.136,0.187,0.347,0.203,0.237,0.155,0.08,0.027,0.166
0.181,0.015,0.107,0.231,0.127,0.178,0.336,0.208,0.276,0.125,0.081,0.02,0.179
0.165,0.006,0.127,0.254,0.127,0.157,0.325,0.218,0.297,0.107,0.074,0.012,0.181
0.154,0.005,0.134,0.277,0.111,0.137,0.307,0.237,0.292,0.093,0.066,0.007,0.17
0.135,0.022,0.123,0.292,0.086,0.118,0.293,0.252,0.289,0.087,0.05,0.003,0.163
0.119,0.049,0.101,0.302,0.063,0.103,0.274,0.261,0.282,0.086,0.033,0.003,0.155
0.101,0.063,0.078,0.311,0.054,0.087,0.25,0.256,0.25,0.083,0.021,0.005,0.133
0.084,0.064,0.057,0.315,0.049,0.068,0.21,0.24,0.191,0.076,0.013,0.008,0.11
0.074,0.051,0.042,0.308,0.039,0.056,0.165,0.224,0.145,0.06,0.01,0.011,0.096
0.073,0.032,0.026,0.302,0.03,0.044,0.125,0.195,0.123,0.045,0.008,0.013,0.082
0.077,0.02,0.013,0.308,0.022,0.037,0.099,0.188,0.112,0.033,0.006,0.013,0.065
0.082,0.015,0.007,0.337,0.015,0.031,0.086,0.182,0.102,0.02,0.005,0.011,0.053
0.083,0.012,0.003,0.328,0.01,0.024,0.078,0.166,0.084,0.012,0.005,0.009,0.039
0.086,0.01,0.007,0.241,0.008,0.021,0.066,0.151,0.062,0.006,0.007,0.007,0.026
0.074,0.011,0.014,0.306,0.012,0.022,0.058,0.158,0.057,0.005,0.016,0.005,0.024
0.065,0.012,0.028,0.301,0.016,0.02,0.062,0.161,0.059,0.008,0.018,0.003,0.026
0.065,0.012,0.05,0.291,0.015,0.017,0.069,0.167,0.058,0.012,0.017,0.003,0.027
0.069,0.011,0.065,0.295,0.012,0.014,0.072,0.181,0.061,0.016,0.016,0.003,0.039
0.073,0.01,0.076,0.294,0.009,0.01,0.072,0.184,0.062,0.019,0.015,0.004,0.046
0.076,0.01,0.079,0.281,0.008,0.008,0.066,0.175,0.054,0.02,0.015,0.007,0.048
0.078,0.006,0.08,0.238,0.006,0.008,0.059,0.145,0.042,0.018,0.018,0.013,0.039
0.084,0.003,0.081,0.205,0.008,0.012,0.056,0.124,0.035,0.019,0.032,0.039,0.032
0.093,0.013,0.101,0.22,0.012,0.015,0.045,0.126,0.026,0.02,0.043,0.036,0.031
0.082,0.031,0.115,0.222,0.016,0.016,0.032,0.141,0.018,0.019,0.044,0.029,0.034
0.071,0.051,0.119,0.222,0.018,0.016,0.021,0.165,0.012,0.018,0.039,0.021,0.04
0.066,0.076,0.117,0.236,0.022,0.018,0.014,0.192,0.01,0.015,0.03,0.014,0.046
0.063,0.108,0.115,0.263,0.031,0.018,0.01,0.217,0.01,0.011,0.02,0.007,0.055
0.061,0.142,0.116,0.293,0.051,0.017,0.008,0.245,0.01,0.008,0.012,0.003,0.061
0.061,0.152,0.117,0.307,0.079,0.017,0.008,0.272,0.011,0.006,0.008,0.003,0.066
0.061,0.151,0.126,0.307,0.106,0.019,0.009,0.274,0.012,0.007,0.008,0.003,0.071
0.06,0.177,0.137,0.313,0.102,0.023,0.014,0.272,0.015,0.016,0.008,0.003,0.074
0.051,0.173,0.132,0.297,0.078,0.027,0.022,0.256,0.02,0.034,0.008,0.003,0.075
0.042,0.122,0.095,0.245,0.054,0.027,0.033,0.222,0.026,0.045,0.007,0.006,0.078
0.039,0.119,0.076,0.201,0.036,0.025,0.042,0.199,0.03,0.042,0.009,0.006,0.079
0.037,0.138,0.069,0.197,0.027,0.022,0.041,0.19,0.029,0.037,0.014,0.006,0.069
0.04,0.127,0.079,0.189,0.026,0.02,0.037,0.175,0.023,0.032,0.02,0.006,0.058
0.041,0.114,0.093,0.174,0.029,0.017,0.028,0.162,0.017,0.029,0.019,0.004,0.05
0.062,0.132,0.087,0.161,0.039,0.01,0.021,0.155,0.014,0.027,0.012,0.002,0.043
0.078,0.121,0.1,0.187,0.046,0.005,0.017,0.167,0.015,0.034,0.008,0.002,0.038
0.076,0.1,0.148,0.215,0.045,0.004,0.019,0.176,0.015,0.035,0.01,0.002,0.041
0.078,0.089,0.175,0.227,0.045,0.004,0.024,0.195,0.014,0.035,0.01,0.002,0.064
0.08,0.076,0.182,0.275,0.05,0.007,0.032,0.221,0.012,0.041,0.01,0.004,0.078
0.085,0.065,0.185,0.283,0.051,0.009,0.039,0.214,0.011,0.052,0.011,0.015,0.086
0.091,0.055,0.182,0.264,0.045,0.01,0.043,0.205,0.011,0.055,0.013,0.033,0.096
0.097,0.037,0.176,0.196,0.039,0.013,0.044,0.17,0.012,0.052,0.018,0.049,0.092
0.099,0.017,0.151,0.17,0.036,0.016,0.037,0.16,0.013,0.047,0.033,0.08,0.095
0.094,0.009,0.15,0.195,0.041,0.014,0.023,0.182,0.013,0.037,0.041,0.056,0.109
0.083,0.015,0.148,0.232,0.05,0.01,0.012,0.212,0.014,0.028,0.038,0.037,0.116
0.072,0.04,0.144,0.274,0.055,0.006,0.006,0.241,0.018,0.021,0.031,0.023,0.115
0.061,0.086,0.139,0.305,0.052,0.004,0.006,0.265,0.023,0.017,0.022,0.022,0.104
0.05,0.146,0.134,0.33,0.046,0.004,0.013,0.293,0.032,0.018,0.013,0.028,0.088
0.039,0.202,0.128,0.338,0.041,0.007,0.026,0.311,0.043,0.025,0.008,0.034,0.073
0.027,0.243,0.125,0.326,0.041,0.01,0.047,0.306,0.052,0.042,0.007,0.043,0.059
0.02,0.266,0.12,0.308,0.048,0.011,0.074,0.28,0.057,0.065,0.009,0.053,0.052
0.015,0.284,0.113,0.297,0.062,0.012,0.1,0.249,0.06,0.079,0.013,0.058,0.049
0.012,0.277,0.104,0.281,0.069,0.014,0.116,0.216,0.06,0.081,0.018,0.06,0.047
0.011,0.264,0.091,0.271,0.058,0.016,0.118,0.201,0.054,0.081,0.021,0.055,0.046
0.011,0.245,0.075,0.24,0.037,0.019,0.117,0.189,0.046,0.082,0.023,0.047,0.042
