0,28.6900142,29.263814484,29.837614768,30.411415052,30.985215336,31.55901562
1,31.2084578,31.832626956,32.456796112,33.080965268,33.705134424,34.32930358
2,27.6996061,28.253598222,28.807590344,29.361582466,29.915574588,30.46956671
3,27.9874884,28.547238168,29.106987936,29.666737704,30.226487472,30.78623724
4,28.1626729,28.725926358,29.289179816,29.852433274,30.415686732,30.97894019
5,28.0213627,28.581789954,29.142217208,29.702644462,30.263071716,30.82349897
6,29.0016469,29.581679838,30.161712776,30.741745714,31.321778652,31.90181159
7,27.7816746,28.337308092,28.892941584,29.448575076,30.004208568,30.55984206
8,31.1353806,31.758088212,32.380795824,33.003503436,33.626211048,34.24891866
9,37.2348662,37.979563524,38.724260848,39.468958172,40.213655496,40.95835282
10,40.0628793,40.864136886,41.665394472,42.466652058,43.267909644,44.06916723
11,43.6825651,44.556216402,45.429867704,46.303519006,47.177170308,48.05082161
12,46.7337019,47.668375938,48.603049976,49.537724014,50.472398052,51.40707209
13,44.5226231,45.413075562,46.303528024,47.193980486,48.084432948,48.97488541
14,37.0667566,37.808091732,38.549426864,39.290761996,40.032097128,40.77343226
15,33.4570634,34.126204668,34.795345936,35.464487204,36.133628472,36.80276974
16,31.3764587,32.003987874,32.631517048,33.259046222,33.886575396,34.51410457
17,32.2458528,32.890769856,33.535686912,34.180603968,34.825521024,35.47043808
18,34.0323342,34.712980884,35.393627568,36.074274252,36.754920936,37.43556762
19,37.0129465,37.75320543,38.49346436,39.23372329,39.97398222,40.71424115
20,40.3579671,41.165126442,41.972285784,42.779445126,43.586604468,44.39376381
21,37.9364121,38.695140342,39.453868584,40.212596826,40.971325068,41.73005331
22,35.6285041,36.341074182,37.053644264,37.766214346,38.478784428,39.19135451
23,31.3012444,31.927269288,32.553294176,33.179319064,33.805343952,34.43136884
24,32.1525173,32.795567646,33.438617992,34.081668338,34.724718684,35.36776903
25,34.4690083,35.158388466,35.847768632,36.537148798,37.226528964,37.91590913
26,31.9061382,32.544260964,33.182383728,33.820506492,34.458629256,35.09675202
27,31.5493311,32.180317722,32.811304344,33.442290966,34.073277588,34.70426421
28,31.2873891,31.913136882,32.538884664,33.164632446,33.790380228,34.41612801
29,30.0857013,30.687415326,31.289129352,31.890843378,32.492557404,33.09427143
30,31.4038857,32.031963414,32.660041128,33.288118842,33.916196556,34.54427427
31,35.1676041,35.870956182,36.574308264,37.277660346,37.981012428,38.68436451
32,35.8261214,36.542643828,37.259166256,37.975688684,38.692211112,39.40873354
33,39.428769,40.21734438,41.00591976,41.79449514,42.58307052,43.3716459
34,51.4272051,52.455749202,53.484293304,54.512837406,55.541381508,56.56992561
35,55.9403869,57.059194638,58.178002376,59.296810114,60.415617852,61.53442559
36,59.5799479,60.771546858,61.963145816,63.154744774,64.346343732,65.53794269
37,57.8319686,58.988607972,60.145247344,61.301886716,62.458526088,63.61516546
38,54.2666448,55.351977696,56.437310592,57.522643488,58.607976384,59.69330928
39,50.8549101,51.872008302,52.889106504,53.906204706,54.923302908,55.94040111
40,40.2052368,41.009341536,41.813446272,42.617551008,43.421655744,44.22576048
41,40.5821938,41.393837676,42.205481552,43.017125428,43.828769304,44.64041318
42,45.9555047,46.874614794,47.793724888,48.712834982,49.631945076,50.55105517
43,49.2856458,50.271358716,51.257071632,52.242784548,53.228497464,54.21421038
44,43.8713254,44.748751908,45.626178416,46.503604924,47.381031432,48.25845794
45,43.169456,44.03284512,44.89623424,45.75962336,46.62301248,47.4864016
46,44.2828854,45.168543108,46.054200816,46.939858524,47.825516232,48.71117394
47,40.9690453,41.788426206,42.607807112,43.427188018,44.246568924,45.06594983
48,41.346593,42.17352486,43.00045672,43.82738858,44.65432044,45.4812523
49,50.1122722,51.114517644,52.116763088,53.119008532,54.121253976,55.12349942
