h;agg
3183;606,915393573
3184;614,862353028
3185;619,172235449
3186;616,052042758
3187;614,13846653
3188;609,15700041
3189;601,139369844
3190;593,880382944
3191;588,523553939
3192;586,930518174
3193;583,532263928
3194;569,59703844
3195;558,834089409
3196;546,764299708
3197;535,564648867
3198;526,010814519
3199;519,918099782
3200;518,290959664
3201;517,307327942
3202;517,307327942
3203;517,440976204
3204;526,353719851
3205;536,640711875
3206;545,947487775
3207;550,393119698
3208;546,291726687
3209;536,30386754
3210;522,134533193
3211;512,164640506
3212;499,639910128
3213;488,703151074
3214;485,076506794
3215;485,542496554
3216;489,21419049
3217;490,390964291
3218;492,528331159
3219;496,223301869
3220;501,387914003
3221;503,570805068
3222;503,570805068
3223;503,570805068
3224;504,218106871
3225;506,502184295
3226;513,100059091
3227;523,335916042
3228;538,34605528
3229;558,278875818
3230;579,824448874
3231;599,935257528
3232;615,065701982
3233;622,791584074
3234;616,120488208
3235;606,860617557
3236;594,955549644
3237;581,628460327
3238;572,399931742
3239;567,757159919
3240;566,741969873
3241;564,152276969
3242;557,93449651
3243;554,215321444
3244;549,895006269
3245;545,063438965
3246;540,438080087
3247;535,728799849
3248;531,812057796
3249;528,117087086
3250;522,952474952
3251;522,743661891
3252;524,265424217
3253;525,636370226
3254;524,989068423
3255;521,924311879
3256;515,326437083
3257;505,090580132
3258;490,080440894
3259;470,147620356
3260;448,6020473
3261;428,491238646
3262;413,360794192
3263;402,468979619
3264;396,90451663
3265;390,963910818
3266;386,511853941
3267;384,895649179
3268;383,131388253
3269;378,742320632
3270;373,435135083
3271;367,746786339
3272;367,746786339
3273;367,746786339
3274;367,746786339
3275;367,746786339
3276;367,746786339
3277;367,746786339
3278;367,746786339
3279;367,746786339
3280;367,746786339
3281;365,772708335
3282;364,250946009
3283;362,88
3284;362,88
3285;362,88
3286;362,88
3287;362,88
3288;362,88
3289;362,88
3290;362,88
3291;362,88
3292;362,88
3293;362,88
3294;362,88
3295;362,88
3296;362,88
3297;362,88
3298;362,88
3299;362,88
3300;362,88
3301;362,88
3302;362,88
3303;362,88
3304;362,88
3305;362,88
3306;362,88
3307;362,88
3308;362,88
3309;362,88
3310;362,88
3311;362,88
3312;362,88
3313;362,88
3314;362,88
3315;362,88
3316;362,88
3317;362,88
3318;362,88
3319;362,88
3320;362,88
3321;362,88
3322;362,88
3323;362,88
3324;362,88
3325;362,88
3326;362,88
3327;362,88
3328;362,88
3329;362,88
3330;362,88
3331;362,88
3332;362,88
3333;362,88
3334;362,88
3335;362,88
3336;362,88
3337;362,88
3338;362,88
3339;362,88
3340;362,88
3341;362,88
3342;362,88
3343;362,88
3344;362,88
3345;362,88
3346;362,88
3347;362,88
3348;362,88
3349;362,88
3350;362,88
3351;362,88
3352;362,88
3353;362,88
3354;362,88
3355;362,88
3356;362,88
3357;362,88
3358;362,88
3359;362,88
3360;362,88
3361;362,88
3362;362,88
3363;362,88
3364;362,88
3365;362,88
3366;362,88
3367;362,88
3368;362,88
3369;362,88
3370;362,88
3371;362,88
3372;362,88
3373;362,88
3374;362,88
3375;362,88
3376;362,88
3377;362,88
3378;362,88
3379;362,88
3380;362,88
3381;362,88
3382;362,88
3383;362,88
3384;362,88
3385;362,88
3386;362,88
3387;362,88
3388;362,88
3389;362,88
3390;362,88
3391;362,88
3392;362,88
3393;362,88
3394;362,88
3395;362,88
3396;362,88
3397;362,88
3398;362,88
3399;362,88
3400;362,88
3401;362,88
3402;362,88
3403;362,88
3404;362,88
3405;362,88
3406;362,88
3407;362,88
3408;362,88
3409;362,88
3410;362,88
3411;362,88
3412;362,88
3413;362,88
3414;362,88
3415;362,88
3416;362,88
3417;362,88
3418;362,88
3419;362,88
3420;362,88
3421;362,88
3422;362,88
3423;362,88
3424;362,88
3425;362,88
3426;362,88
3427;362,88
3428;362,88
3429;362,88
3430;362,88
3431;362,88
3432;362,88
3433;362,88
3434;362,88
3435;362,88
3436;362,88
3437;362,88
3438;362,88
3439;362,88
3440;362,88
3441;362,88
3442;362,88
3443;362,88
3444;362,88
3445;362,88
3446;362,88
3447;362,88
3448;362,88
3449;362,88
3450;362,88
3451;362,88
3452;362,88
3453;362,88
3454;362,88
3455;362,88
3456;362,88
3457;362,88
3458;362,88
3459;362,88
3460;362,88
3461;362,88
3462;362,88
3463;362,88
3464;362,88
3465;362,88
3466;362,88
3467;362,88
3468;362,88
3469;362,88
3470;362,88
3471;362,88
3472;362,88
3473;362,88
3474;362,88
3475;362,88
3476;362,88
3477;362,88
3478;362,88
3479;362,88
3480;362,88
3481;362,88
3482;362,88
3483;362,88
3484;362,88
3485;362,88
3486;362,88
3487;362,88
3488;362,88
3489;362,88
3490;362,88
3491;362,88
3492;362,88
3493;362,88
3494;362,88
3495;362,88
3496;362,88
3497;362,88
3498;362,88
3499;362,88
3500;362,88
3501;362,88
3502;362,88
3503;362,88
3504;362,88
3505;362,88
3506;362,88
3507;362,88
3508;362,88
3509;362,88
3510;362,88
3511;362,88
3512;362,88
3513;362,88
3514;362,88
3515;362,88
3516;362,88
3517;362,88
3518;362,88
3519;362,88
3520;362,88
3521;362,88
3522;362,88
3523;362,88
3524;362,88
3525;362,88
3526;362,88
3527;362,88
3528;362,88
3529;362,88
3530;362,88
3531;362,88
3532;362,88
3533;362,88
3534;362,88
3535;362,88
3536;362,88
3537;362,88
3538;362,88
3539;362,88
3540;362,88
3541;362,88
3542;362,88
3543;362,88
3544;362,88
3545;362,88
3546;362,88
3547;362,88
3548;362,88
3549;362,88
3550;362,88
3551;362,88
3552;362,88
3553;362,88
3554;362,88
3555;362,88
3556;362,88
3557;362,88
3558;362,88
3559;362,88
3560;362,88
3561;362,88
3562;362,88
3563;362,88
3564;362,88
3565;362,88
3566;362,88
3567;362,88
3568;362,88
3569;362,88
3570;362,88
3571;362,88
3572;362,88
3573;362,88
3574;362,88
3575;362,88
3576;362,88
3577;362,88
3578;362,88
3579;362,88
3580;362,88
3581;362,88
3582;362,88
3583;362,88
3584;362,88
3585;362,88
3586;362,88
3587;362,88
3588;362,88
3589;362,88
3590;362,88
3591;362,88
3592;362,88
3593;362,88
3594;362,88
3595;362,88
3596;362,88
3597;362,88
3598;362,88
3599;362,88
3600;362,88
3601;362,88
3602;362,88
3603;362,88
3604;362,88
3605;362,88
3606;362,88
3607;362,88
3608;362,88
3609;362,88
3610;362,88
3611;362,88
3612;362,88
3613;362,88
3614;362,88
3615;362,88
3616;362,88
3617;362,88
3618;362,88
3619;362,88
3620;362,88
3621;362,88
3622;362,88
3623;362,88
3624;362,88
3625;362,88
3626;362,88
3627;362,88
3628;362,88
3629;362,88
3630;362,88
3631;362,88
3632;362,88
3633;362,88
3634;362,88
3635;362,88
3636;362,88
3637;362,88
3638;362,88
3639;362,88
3640;363,713707418
3641;363,713707418
3642;363,713707418
3643;363,713707418
3644;363,713707418
3645;363,713707418
3646;363,713707418
3647;363,713707418
3648;363,713707418
3649;363,713707418
3650;363,713707418
3651;363,713707418
3652;363,713707418
3653;363,713707418
3654;363,713707418
3655;363,713707418
3656;363,713707418
3657;363,713707418
3658;363,713707418
3659;363,713707418
3660;363,713707418
3661;363,713707418
3662;363,713707418
3663;365,144227412
3664;365,144227412
3665;365,144227412
3666;365,144227412
3667;365,144227412
3668;365,144227412
3669;365,144227412
3670;364,310519994
3671;364,310519994
3672;364,310519994
3673;364,310519994
3674;364,310519994
3675;364,310519994
3676;364,310519994
3677;364,310519994
3678;364,310519994
3679;364,310519994
3680;364,310519994
3681;364,310519994
3682;364,310519994
3683;364,310519994
3684;364,370088184
3685;368,665571832
3686;375,223175476
3687;381,753016678
3688;384,862809266
3689;384,862809266
3690;384,862809266
3691;384,862809266
3692;384,862809266
3693;383,432289272
3694;383,432289272
3695;383,432289272
3696;383,432289272
3697;383,432289272
3698;383,432289272
3699;383,432289272
3700;383,432289272
3701;383,432289272
3702;383,432289272
3703;383,432289272
3704;383,432289272
3705;383,432289272
3706;383,432289272
3707;383,432289272
3708;383,432289272
3709;383,432289272
3710;383,432289272
3711;383,432289272
3712;383,432289272
3713;383,432289272
3714;383,372721082
3715;379,077237434
3716;372,51963379
3717;365,989792588
3718;362,88
3719;362,88
3720;362,88
3721;362,88
3722;362,88
3723;362,88
3724;362,88
3725;362,88
3726;362,88
3727;362,88
3728;362,88
3729;362,88
3730;362,88
3731;362,88
3732;362,88
3733;366,744122766
3734;370,252028264
3735;370,252028264
3736;370,252028264
3737;370,252028264
3738;370,252028264
3739;370,252028264
3740;370,252028264
3741;370,252028264
3742;370,252028264
3743;370,252028264
3744;370,252028264
3745;370,252028264
3746;370,252028264
3747;370,252028264
3748;370,252028264
3749;370,252028264
3750;370,252028264
3751;370,252028264
3752;370,252028264
3753;370,252028264
3754;370,252028264
3755;370,252028264
3756;371,188297652
3757;376,114301642
3758;381,389627168
3759;383,217202724
3760;383,217202724
3761;383,217202724
3762;383,217202724
3763;379,353079958
3764;375,84517446
3765;375,84517446
3766;375,84517446
3767;375,84517446
3768;375,84517446
3769;375,84517446
3770;375,84517446
3771;375,84517446
3772;375,84517446
3773;375,84517446
3774;375,84517446
3775;375,84517446
3776;375,84517446
3777;375,84517446
3778;375,84517446
3779;375,84517446
3780;375,84517446
3781;375,84517446
3782;375,84517446
3783;375,84517446
3784;375,84517446
3785;375,84517446
3786;374,908905072
3787;369,982901082
3788;364,707575556
3789;362,88
3790;362,88
3791;362,88
3792;362,88
3793;362,88
3794;362,88
3795;362,88
3796;362,88
3797;362,88
3798;362,88
3799;362,88
3800;362,88
3801;362,88
3802;362,88
3803;362,88
3804;362,88
3805;362,88
3806;362,88
3807;362,88
3808;362,88
3809;362,88
3810;362,88
3811;362,88
3812;362,88
3813;362,88
3814;362,88
3815;362,88
3816;362,88
3817;362,88
3818;362,88
3819;362,88
3820;362,88
3821;362,88
3822;362,88
3823;362,88
3824;362,88
3825;362,88
3826;362,88
3827;362,88
3828;362,88
3829;362,88
3830;362,88
3831;362,88
3832;362,88
3833;362,88
3834;362,88
3835;362,88
3836;362,88
3837;362,88
3838;362,88
3839;362,88
3840;362,88
3841;362,88
3842;362,88
3843;362,88
3844;362,88
3845;362,88
3846;362,88
3847;362,88
3848;362,88
3849;362,88
3850;362,88
3851;362,88
3852;362,88
3853;362,908212407
3854;362,908212407
3855;362,908212407
3856;362,908212407
3857;362,908212407
3858;362,908212407
3859;362,908212407
3860;362,908212407
3861;362,908212407
3862;362,908212407
3863;362,908212407
3864;362,908212407
3865;362,908212407
3866;362,908212407
3867;362,908212407
3868;362,908212407
3869;362,908212407
3870;362,908212407
3871;362,908212407
3872;362,908212407
3873;362,908212407
3874;362,908212407
3875;362,908212407
3876;362,908212407
3877;362,908212407
3878;362,908212407
3879;362,908212407
3880;363,384943934395
3881;363,384943934395
3882;363,384943934395
3883;363,356731527395
3884;363,356731527395
3885;363,356731527395
3886;363,356731527395
3887;363,356731527395
3888;363,356731527395
3889;363,356731527395
3890;363,356731527395
3891;363,356731527395
3892;363,356731527395
3893;363,356731527395
3894;363,356731527395
3895;363,356731527395
3896;363,356731527395
3897;363,356731527395
3898;363,356731527395
3899;363,356731527395
3900;366,826361361395
3901;372,503325085395
3902;378,906727828395
3903;384,919360202395
3904;386,943003239395
3905;386,943003239395
3906;386,943003239395
3907;387,800665762395
3908;388,591779292395
3909;388,591779292395
3910;388,115047765
3911;388,115047765
3912;388,115047765
3913;388,115047765
3914;388,115047765
3915;388,115047765
3916;388,115047765
3917;388,115047765
3918;388,115047765
3919;388,370309904
3920;389,946818945
3921;390,902035432
3922;395,82523208
3923;404,469481966
3924;413,15148769
3925;425,802521601
3926;440,010948024
3927;451,693720019
3928;457,716652485
3929;458,577049713
3930;455,107419879
3931;449,430456155
3932;443,027053412
3933;437,014421038
3934;434,990778001
3935;434,990778001
3936;434,990778001
3937;434,133115478
3938;433,342001948
3939;433,342001948
3940;433,342001948
3941;433,342001948
3942;433,342001948
3943;433,342001948
3944;433,342001948
3945;433,342001948
3946;441,845398476245
3947;457,220449242245
3948;469,183575889245
3949;485,362820888245
3950;501,449942767245
3951;514,790779400245
3952;518,655401214245
3953;514,084063009245
3954;505,402057285245
3955;492,751023374245
3956;478,542596951245
3957;466,859824956245
3958;460,836892490245
3959;459,976495262245
3960;459,976495262245
3961;459,976495262245
3962;459,976495262245
3963;459,976495262245
3964;459,976495262245
3965;459,976495262245
3966;459,976495262245
3967;460,751025553245
3968;466,089467081245
3969;476,267726719245
3970;492,864786912245
3971;515,288330653245
3972;537,858007861245
3973;558,595245385245
3974;578,802144994245
3975;594,939446354245
3976;596,577261165
3977;586,436949418
3978;574,473822771
3979;558,821932766
3980;542,359776194
3981;528,063723074
3982;519,275904612
3983;515,202992931
3984;515,202992931
3985;515,202992931
3986;515,202992931
3987;515,202992931
3988;517,195393168
3989;520,141221554
3990;523,699153059
3991;528,491505367
3992;535,041210434
3993;544,779378136
3994;560,070744531
3995;580,616593048
3996;608,208926129
3997;631,873346878
3998;650,703299298
3999;660,303755114
4000;657,550576419
4001;643,850143051
4002;625,92801636
4003;611,293596655
4004;602,802620978
4005;595,73666038
4006;594,151202317
4007;595,412460771
4008;600,255208312
4009;601,864218569
4010;600,662744221
4011;600,662744221
4012;600,662744221
4013;600,662744221
4014;600,662744221
4015;600,662744221
4016;600,662744221
4017;601,297835344
4018;602,274926307
4019;607,128768267
4020;616,896632357
4021;628,42829674
4022;640,473562345
4023;648,581532676
4024;647,109829895
4025;636,652527173
4026;614,787774562
4027;597,30301852
4028;579,91748066
4029;563,138339366
4030;551,916337245
4031;544,60936552
4032;539,980729043
4033;533,877911224
4034;522,161987292
4035;513,09064653
4036;504,534893254
4037;498,038895781
4038;493,19614824
4039;490,80452085
4040;490,80452085
4041;490,80452085
4042;490,80452085
4043;490,80452085
4044;490,80452085
4045;490,80452085
4046;493,755614057
4047;497,814623981
4048;497,535387224
4049;497,858332299
4050;490,149194864
4051;480,556114911
4052;463,546726961
4053;445,700588928
4054;431,880925314
4055;421,792379519
4056;416,064799049
4057;409,110604051
4058;402,327747963
4059;399,328173803
4060;398,580996906
4061;407,163244792
4062;417,792181424
4063;429,695244942
4064;444,685157939
4065;461,649290688
4066;467,558504661
4067;474,792491469
4068;488,6444384
4069;505,642075221
4070;523,393140501
4071;537,643017661
4072;544,652782776
4073;544,847696629
4074;544,847696629
4075;544,847696629
4076;541,896603422
4077;537,202502375
4078;534,512247932
4079;526,389632511
4080;520,772974351
4081;514,042037613
4082;512,456454891
4083;512,456454891
4084;512,456454891
4085;512,456454891
4086;512,456454891
4087;512,456454891
4088;512,456454891
4089;512,456454891
4090;510,581752411
4091;500,583365877
4092;489,935515205
4093;479,775940154
4094;468,781099766
4095;453,347913869
4096;447,438699896
4097;440,204713088
4098;426,352766157
4099;409,355129336
4100;391,604064056
4101;377,354186896
4102;370,344421781
4103;370,149507928
4104;370,149507928
4105;370,149507928
4106;370,149507928
4107;370,149507928
4108;370,149507928
4109;370,149507928
4110;370,149507928
4111;370,149507928
4112;370,149507928
4113;370,149507928
4114;370,149507928
4115;370,536106039
4116;373,593476129
4117;386,59193882115
4118;404,80703613515
4119;420,79405964715
4120;431,46120415015
4121;437,72411708815
4122;438,84609936215
4123;440,00284119415
4124;439,34685112215
4125;438,30467383415
4126;439,70674097915
4127;441,70912147115
4128;444,10562743915
4129;444,67974169915
4130;444,67974169915
4131;444,67974169915
4132;444,67974169915
4133;444,67974169915
4134;444,67974169915
4135;446,22703881915
4136;450,52390824615
4137;459,57505745215
4138;475,89666534915
4139;499,27784012115
4140;527,78373273615
4141;552,29570039215
4142;576,36969160015
4143;595,68768820715
4144;608,05577282315
4145;614,82841329315
4146;612,86091815315
4147;602,024934013
4148;586,155549784
4149;570,168526272
4150;559,501381769
4151;553,238468831
4152;552,116486557
4153;549,216256258
4154;545,877173721
4155;545,388404157
4156;546,540135555
4157;547,189776514
4158;547,590239241
4159;553,527166268
4160;563,60703844
4161;578,155845456
4162;597,495859466
4163;620,21689023
4164;646,222059734
4165;668,579761119
4166;688,716761759
4167;700,87166839
4168;700,071826425
4169;687,458062717
4170;663,725683224
4171;644,899933096
4172;634,020358273
4173;623,567263532
4174;618,943639565
4175;617,702694323
4176;619,8733474
4177;617,729304867
4178;615,383591782
4179;615,383591782
4180;615,383591782
4181;615,383591782
4182;615,383591782
4183;615,383591782
4184;615,534586912
4185;616,709366013
4186;614,15556747
4187;611,64484468
4188;614,775783056
4189;618,797369224
4190;623,07399722
4191;623,642809377
4192;617,129708538
4193;604,47045974
4194;585,298536191
4195;569,497764488
4196;553,08458139
4197;536,038261335
4198;523,987402392
4199;515,332932682
4200;510,579627985
4201;504,893410457
4202;491,698994072
4203;482,834092206
4204;475,089631557
4205;469,171338218
4206;465,910810191
4207;465,892374172
4208;465,892374172
4209;465,892374172
4210;466,387012050985
4211;470,704953377985
4212;480,552213115985
4213;494,662122623985
4214;511,789150262985
4215;529,295892123985
4216;546,261158877985
4217;560,623938923985
4218;566,039946285985
4219;568,469175933985
4220;562,504580907985
4221;552,842795919985
4222;545,810032002985
4223;541,309951790985
4224;539,876579121985
4225;536,610302159985
4226;535,856184958985
4227;540,616370836985
4228;542,994095877985
4229;547,841467415985
4230;557,744608467985
4231;569,805090492985
4232;583,500730734985
4233;600,371325566985
4234;619,028012070985
4235;640,963888456985
4236;666,557206303985
4237;694,983575286985
4238;723,816330886985
4239;748,476397399985
4240;765,549939816
4241;772,596622271
4242;767,290302534
4243;758,230068622
4244;745,486965285
4245;729,605218046
4246;715,926988057
4247;705,383135716
4248;697,145345055
4249;684,730279995
4250;676,338374853
4251;670,882540668
4252;665,259714923
4253;659,698013169
4254;661,809000672
4255;670,226375663
4256;679,385492369
4257;688,317987298
4258;698,0909534
4259;708,226783427
4260;717,889786419
4261;728,973467557
4262;737,032118412
4263;736,732270449
4264;728,285661048
4265;712,06030041
4266;686,506896504
4267;659,29945002
4268;632,210592655
4269;612,08944231
4270;598,670053423
4271;590,880916433
4272;588,599721351
4273;583,550045755
4274;579,015126323
4275;576,2153526
4276;572,928315835
4277;568,968089469
4278;565,861965697
4279;565,315173654
4280;568,37410837
4281;575,912152626
4282;587,008835125
4283;604,406422451
4284;612,520908751
4285;616,716065514
4286;616,965408881
4287;611,637309067
4288;602,740185341
4289;588,336990399
4290;568,75063793
4291;546,537061399
4292;526,735167838
4293;510,164420969
4294;499,98097034
4295;494,726571314
4296;495,176472181
4297;493,957549682
4298;492,213651447
4299;487,674735279
4300;483,525943871
4301;479,950457079
4302;477,69071216
4303;478,400340658
4304;480,699471603
4305;486,394777901
4306;499,315803736
4307;517,696461441
4308;539,951053502
4309;560,699870143
4310;576,709944933
4311;582,89381467
4312;578,779323099
4313;563,380514847
4314;547,755167758
4315;530,304686164
4316;513,629656323
4317;501,105339548
4318;494,380865142
4319;491,687917165
4320;491,687917165
4321;490,757330533
4322;488,804932997
4323;488,804932997
4324;488,778306523
4325;488,322189801
4326;487,832374993
4327;487,832374993
4328;487,832374993
4329;490,081361845
4330;496,954284842
4331;507,220142606
4332;520,518644939
4333;535,355742556
4334;547,331184793
4335;549,66287624
4336;536,741850405
4337;518,3611927
4338;496,106600639
4339;475,357783998
4340;456,288774492
4341;442,566860499
4342;435,413346062
4343;433,414566988
4344;433,414566988
4345;433,414566988
4346;433,414566988
4347;433,414566988
4348;433,414566988
4349;433,414566988
4350;433,414566988
4351;433,414566988
4352;433,414566988
4353;433,414566988
4354;433,414566988
4355;433,414566988
4356;433,414566988
4357;433,414566988
4358;433,414566988
4359;431,165580136
4360;424,292657139
4361;414,026799375
4362;400,728297042
4363;385,181570927
4364;370,906997745
4365;362,88
4366;362,88
4367;362,88
4368;362,88
4369;362,88
4370;362,88
4371;362,88
4372;362,88
4373;362,88
4374;362,88
4375;362,88
4376;362,88
4377;362,88
4378;362,88
4379;362,88
4380;362,88
4381;362,88
4382;362,88
4383;362,88
4384;362,88
4385;362,88
4386;362,88
4387;362,88
4388;362,88
4389;362,88
4390;362,88
4391;362,88
4392;362,88
4393;362,88
4394;362,88
4395;362,88
4396;362,88
4397;362,88
4398;362,88
4399;362,88
4400;363,218202086
4401;368,388508318
4402;378,671010964
4403;393,727238064
4404;414,308621889
4405;438,878948535
4406;464,221675964
4407;484,85019898
4408;497,715027944
4409;504,012477587
4410;504,46770556
4411;505,483896877
4412;505,483896877
4413;505,483896877
4414;505,483896877
4415;505,483896877
4416;505,483896877
4417;505,483896877
4418;505,483896877
4419;505,483896877
4420;505,483896877
4421;505,483896877
4422;505,483896877
4423;505,483896877
4424;505,483896877
4425;506,807694939
4426;513,767400495
4427;527,368817196
4428;547,145957711
4429;571,829336444
4430;598,047639999
4431;615,912662776
4432;621,791406141
4433;617,258899729
4434;601,925373149
4435;583,216198772
4436;561,118589287
4437;540,490066271
4438;533,433970385
4439;529,935189074
4440;531,714829498
4441;530,905521808
4442;530,905521808
4443;530,905521808
4444;530,905521808
4445;530,905521808
4446;530,905521808
4447;540,58971442
4448;555,531125987
4449;566,179902801
4450;576,119251201
4451;586,220258585
4452;598,230702961
4453;613,966330276
4454;631,711218487
4455;644,545753653
4456;645,011989164
4457;633,751848816
4458;613,974708301
4459;589,291329568
4460;562,734823927
4461;539,699494918
4462;523,538248907
4463;513,014528219
4464;507,766670974
4465;501,905518705
4466;498,660400761
4467;498,660400761
4468;492,851667683
4469;490,052999351
4470;487,818130954
4471;487,611247327
4472;487,611247327
4473;488,11226556
4474;493,589969046
4475;504,629463242
4476;519,004255612
4477;527,930921402
4478;534,70524257
4479;543,206109542
4480;547,840908002
4481;555,81846224
4482;557,292736233
4483;555,980217916
4484;550,835335866
4485;545,342781751
4486;546,501848997
4487;552,631245663
4488;561,415790917
4489;568,186281304
4490;575,675824207
4491;582,897817235
4492;592,475683172
4493;601,079252063
4494;607,599953183
4495;614,856081705
4496;624,552111681
4497;637,045782924
4498;654,994550854
4499;679,144974767
4500;712,754216516
4501;746,881333937
4502;783,042626413
4503;815,16409194
4504;834,359256729
4505;840,839208274
4506;836,689409158
4507;826,563612014
4508;804,847879279
4509;785,698235493
4510;771,124088633
4511;753,045527011
4512;739,560808642
4513;725,137699644
4514;712,537693483
4515;703,87191437
4516;695,286906057
4517;686,816233038
4518;678,031687784
4519;671,261197397
4520;663,771654494
4521;656,549661466
4522;646,971795529
4523;638,368226638
4524;631,847525518
4525;624,591396996
4526;614,89536702
4527;602,401695777
4528;584,452927847
4529;560,302503934
4530;526,693262185
4531;492,566144764
4532;456,404852288
4533;423,782368528
4534;399,109500253
4535;381,590054512
4536;371,365061258
4537;362,88
4538;362,88
4539;362,88
4540;362,88
4541;362,88
4542;362,88
4543;362,88
4544;362,88
4545;362,88
4546;362,88
4547;362,88
4548;362,88
4549;362,88
4550;362,88
4551;362,88
4552;362,88
4553;362,88
4554;362,88
4555;362,88
4556;362,88
4557;362,88
4558;362,88
4559;362,88
4560;362,88
4561;362,88
4562;362,88
4563;362,88
4564;362,88
4565;362,88
4566;362,88
4567;362,88
4568;371,947723351
4569;383,842678185
4570;400,756050477
4571;421,932463556
4572;447,76671134
4573;479,366666047
4574;509,085732754
4575;535,004975103
4576;554,014284712
4577;568,412732449
4578;578,290887229
4579;589,352628555
4580;599,437048717
4581;608,229959483
4582;619,738171712
4583;630,678021172
4584;646,77104658
4585;659,407196886
4586;666,190239106
4587;673,768852594
4588;682,478734208
4589;694,29090114
4590;707,000506293
4591;727,398010422
4592;747,765444267
4593;769,340345781
4594;791,429750079
4595;817,704058227
4596;846,342067587
4597;877,57553162
4598;898,536118159
4599;911,847531538
4600;913,369309931
4601;905,950834677
4602;889,108787035
4603;867,847651417
4604;846,633678431
4605;827,611197641
4606;816,365728666
4607;810,626097485
4608;809,130867804
4609;803,726966259
4610;793,77939237
4611;784,986481604
4612;776,638981622
4613;772,978749237
4614;765,156385503
4615;763,456629595
4616;770,52929485
4617;778,297684215
4618;785,156335891
4619;790,187347814
4620;794,580506426
4621;792,521911064
4622;790,281273077
4623;782,519777497
4624;767,281899746
4625;742,6222586
4626;713,98424924
4627;682,750785207
4628;652,722475317
4629;627,516107104
4630;609,080956419
4631;595,323018594
4632;586,330818452
4633;575,991999363
4634;567,486905642
4635;560,590144083
4636;552,826303449
4637;544,167486893
4638;535,784561794
4639;530,126722013
4640;529,98987574
4641;529,98987574
4642;526,829163493
4643;519,549546418
4644;511,278884744
4645;500,342490346
4646;486,486782871
4647;471,139780018
4648;455,571246728
4649;438,728067873
4650;421,625304108
4651;403,286395341
4652;385,159599483
4653;371,346193549
4654;364,494667002
4655;362,88
4656;362,88
4657;362,88
4658;362,88
4659;362,88
4660;362,88
4661;362,88
4662;362,88
4663;362,88
4664;362,88
4665;362,88
4666;362,88
4667;362,88
4668;362,88
4669;362,88
4670;362,88
4671;362,88
4672;362,88
4673;362,88
4674;362,88
4675;362,88
4676;362,88
4677;362,88
4678;362,88
4679;362,88
4680;362,88
4681;362,88
4682;362,88
4683;362,88
4684;362,88
4685;362,88
4686;362,88
4687;362,88
4688;362,88
4689;362,88
4690;362,88
4691;362,88
4692;362,88
4693;362,88
4694;362,88
4695;362,88
4696;362,88
4697;362,88
4698;362,88
4699;362,88
4700;362,88
4701;362,88
4702;362,88
4703;362,88
4704;362,88
4705;362,88
4706;362,88
4707;362,88
4708;362,88
4709;362,88
4710;362,88
4711;362,88
4712;362,88
4713;362,88
4714;362,88
4715;362,88
4716;362,88
4717;362,88
4718;362,88
4719;362,88
4720;362,88
4721;362,88
4722;362,88
4723;362,88
4724;362,88
4725;362,88
4726;362,88
4727;362,88
4728;362,88
4729;362,88
4730;362,88
4731;362,88
4732;362,88
4733;362,88
4734;362,88
4735;362,88
4736;362,88
4737;362,88
4738;362,88
4739;369,057343291281
4740;391,544570423281
4741;413,319685362281
4742;432,253716298281
4743;446,170592542281
4744;451,948523401281
4745;457,170932498281
4746;460,806667885281
4747;464,861980806281
4748;467,280993390281
4749;467,280993390281
4750;467,485131531281
4751;468,669705330281
4752;471,122736789281
4753;474,704497309281
4754;477,345271131281
4755;478,457662875281
4756;481,059893991281
4757;484,810299375281
4758;487,158970564281
4759;491,989764004281
4760;501,678417810281
4761;517,913134003281
4762;540,103621667281
4763;566,071594476281
4764;592,530539835281
4765;620,813408589281
4766;651,876840204281
4767;681,434121661281
4768;705,293936877281
4769;718,496408987
4770;710,257524094
4771;704,61993316
4772;698,213249721
4773;692,790410179
4774;697,668595419
4775;702,924117707
4776;709,276304803
4777;712,494318613
4778;716,468062333
4779;722,441964463
4780;727,84079672
4781;734,327832685
4782;738,786525742
4783;743,583709174
4784;752,450549764
4785;767,086555868
4786;784,807238768
4787;807,708219419
4788;836,85007915
4789;865,61127925
4790;890,44338303
4791;905,180769603
4792;907,601362314
4793;901,708702158
4794;890,703598638
4795;878,603506028
4796;861,976062594
4797;845,297145815
4798;835,791632539
4799;830,674623203
4800;829,709965492
4801;824,532916547
4802;820,232189761
4803;819,88053465
4804;819,04683422
4805;820,719050569
4806;822,112606386
4807;827,76857921
4808;836,946955372
4809;849,735726905
4810;868,566586904
4811;892,084348116
4812;917,36485633
4813;941,300164584
4814;960,504285633
4815;970,109127617
4816;967,980680814
4817;954,736961404
4818;932,657556884
4819;910,117822218
4820;885,438719501
4821;864,226713621
4822;849,386054459
4823;839,836718304
4824;832,541255331
4825;823,812845349
4826;816,572811072
4827;810,497551141
4828;804,224768874
4829;797,196683828
4830;789,927815337
4831;785,756757391
4832;785,630587303
4833;789,053183404
4834;795,101637823
4835;804,609938605
4836;818,814083244
4837;835,427644874
4838;851,965535397
4839;862,526822903
4840;860,384708136
4841;846,051164665
4842;825,087493404
4843;804,355767525
4844;773,644032064
4845;748,290792232
4846;730,096325019
4847;716,688658394
4848;707,277531994
4849;696,22527312
4850;686,383618251
