h;agg
1601;398,801871937
1602;398,2562425
1603;395,622618767
1604;390,785308436
1605;383,461877327
1606;377,860675809
1607;377,860675809
1608;377,860675809
1609;377,860675809
1610;377,860675809
1611;377,860675809
1612;377,860675809
1613;377,860675809
1614;377,860675809
1615;377,860675809
1616;377,727197888
1617;375,092748462
1618;373,339273129
1619;371,523283734
1620;371,523283734
1621;371,523283734
1622;375,977164251
1623;383,923125092
1624;390,61345239
1625;393,176967256
1626;393,176967256
1627;394,223865926
1628;392,967942237
1629;389,073241775
1630;387,10680096
1631;387,10680096
1632;387,10680096
1633;387,947238659
1634;387,947238659
1635;387,947238659
1636;387,947238659
1637;387,947238659
1638;387,947238659
1639;387,947238659
1640;387,947238659
1641;387,947238659
1642;387,947238659
1643;387,947238659
1644;387,947238659
1645;387,947238659
1646;387,973997342
1647;397,862134045
1648;414,073169501
1649;427,855429246
1650;438,961248867
1651;448,999742774
1652;465,639204633
1653;477,250176759
1654;490,41122588
1655;506,364349969
1656;524,636659219
1657;540,29262182
1658;548,345303933
1659;549,731973933
1660;551,399992265
1661;556,925378861
1662;563,343604108
1663;571,420370412
1664;584,122693773
1665;598,86322227
1666;612,587228833
1667;624,84949407
1668;638,225162393
1669;653,243138719
1670;671,028526946
1671;690,284593222
1672;706,379248356
1673;718,889199659
1674;730,206677196
1675;743,17716248
1676;755,573778458
1677;754,62990351
1678;744,666614713
1679;742,21412726
1680;740,757767657
1681;736,806840157
1682;715,713497781
1683;696,156564814
1684;676,305188395
1685;657,78854944
1686;639,51624019
1687;622,813378919
1688;613,234478038
1689;611,847808038
1690;610,179789706
1691;610,235836503
1692;613,661321935
1693;616,868770955
1694;620,393574022
1695;623,968924776
1696;627,39869868
1697;632,24920844
1698;633,486542405
1699;634,435417989
1700;627,348511397
1701;619,058194064
1702;614,040148608
1703;611,727931689
1704;611,033666229
1705;608,629988655
1706;603,939432965
1707;598,168698969
1708;593,628973427
1709;585,226948109
1710;578,914123381
1711;577,551150683
1712;585,405674458
1713;593,141048661
1714;603,918609523
1715;619,395689816
1716;638,237271923
1717;659,260056495
1718;682,493056514
1719;708,389135994
1720;730,180584402
1721;743,497442178
1722;749,561144812
1723;754,585089099
1724;757,437763444
1725;756,625293853
1726;759,016428766
1727;760,130027116
1728;762,920007239
1729;763,39847684
1730;765,402655951
1731;766,469960559
1732;764,414708587
1733;758,16920446
1734;751,215146939
1735;747,192676899
1736;749,340837574
1737;757,703072338
1738;760,922374002
1739;763,278104548
1740;764,901127574
1741;765,100901307
1742;764,085661188
1743;766,707066462
1744;763,764391919
1745;752,601004895
1746;733,759422788
1747;713,348749828
1748;693,08186831
1749;668,599999148
1750;651,470515274
1751;634,755306442
1752;621,374942194
1753;605,649073551
1754;586,607296569
1755;570,822034991
1756;551,277119611
1757;533,050746264
1758;515,647763853
1759;499,202442342
1760;486,499781596
1761;474,466728045
1762;465,445370339
1763;461,493140082
1764;460,801397133
1765;458,687916145
1766;455,874398097
1767;454,618909362
1768;458,065156498
1769;457,56282056
1770;452,603162244
1771;448,346682861
1772;443,026375534
1773;433,974664809
1774;426,862712938
1775;423,679989928
1776;423,679989928
1777;423,067878316
1778;420,101759815
1779;418,687549497
1780;414,025584963
1781;411,842502626
1782;409,315453561
1783;407,892724894
1784;407,854701103
1785;406,136553021
1786;406,136553021
1787;406,136553021
1788;406,136553021
1789;406,136553021
1790;406,136553021
1791;406,136553021
1792;406,136553021
1793;406,136553021
1794;403,159141414
1795;398,728284732
1796;391,660823134
1797;381,380549346
1798;373,006979429
1799;368,225837847
1800;368,225837847
1801;367,557949788
1802;366,038973459
1803;364,733904707
1804;364,010970259
1805;362,88
1806;362,88
1807;362,88
1808;362,88
1809;362,88
1810;362,88
1811;363,629699989
1812;366,252349566
1813;367,512363265
1814;370,919122747
1815;379,667687365
1816;388,508650849
1817;391,536685972
1818;391,90304493
1819;396,446828549
1820;412,278422422
1821;424,374252633
1822;437,249127869
1823;449,968759941
1824;463,070587663
1825;475,843845607
1826;483,511926606
1827;493,676286954
1828;503,605232401
1829;512,152939611
1830;522,294168667
1831;535,325716844
1832;550,941364773
1833;568,887340237
1834;590,009060447
1835;607,665545876
1836;624,709184432
1837;643,549512432
1838;665,805809698
1839;690,332329268
1840;712,020840152
1841;729,643233647
1842;742,02980533
1843;758,494505895
1844;774,601514405
1845;783,385275061
1846;785,251812313
1847;802,618888727
1848;821,961453119
1849;835,620850577
1850;834,873322059
1851;835,980129579
1852;834,774359346
1853;833,259600878
1854;831,708477575
1855;831,833438818
1856;840,119678188
1857;846,538784057
1858;847,318940227
1859;849,09540825
1860;852,643174244
1861;856,433485736
1862;859,650650551
1863;860,873719674
1864;859,245575444
1865;860,555935037
1866;857,967302235
1867;854,668917812
1868;840,86361731
1869;824,909072273
1870;814,207212203
1871;806,983700186
1872;802,140734114
1873;792,334078838
1874;781,611235437
1875;776,076518167
1876;771,394210763
1877;755,935036917
1878;745,200621607
1879;738,601205623
1880;736,02491198
1881;734,007400054
1882;730,654473167
1883;730,693820762
1884;730,793653717
1885;731,381322486
1886;732,147634245
1887;734,501420036
1888;739,708911111
1889;741,936943715
1890;736,32960877
1891;727,574824407
1892;716,614798982
1893;703,793632738
1894;691,215458261
1895;676,6501185
1896;665,93699071
1897;654,977265701
1898;651,883517399
1899;645,980908639
1900;636,897166089
1901;629,638249875
1902;626,815506905
1903;629,512252354
1904;629,447213669
1905;620,84871542
1906;614,823522088
1907;613,08300494
1908;610,04006728
1909;606,670489332
1910;605,956730988
1911;609,643169976
1912;613,314992842
1913;610,396764563
1914;601,97564619
1915;592,008788099
1916;580,709473859
1917;566,224551088
1918;557,360505515
1919;549,647445807
1920;545,542838392
1921;542,171690239
1922;538,958139433
1923;535,962496791
1924;529,047095288
1925;524,645590027
1926;520,903712063
1927;516,321493495
1928;512,167695377
1929;514,143124372
1930;519,135864668
1931;517,943564262
1932;512,688051166
1933;503,106709016
1934;496,547574067
1935;497,656017216
1936;499,748784619
1937;496,553364076
1938;490,621793696
1939;482,387606551
1940;470,593593183
1941;455,72202839
1942;443,734027408
1943;435,408034488
1944;432,178615487
1945;428,659585622
1946;424,482246609
1947;424,285786178
1948;417,233239059
1949;412,39409093
1950;408,41703824
1951;403,721111087
1952;399,061874574
1953;395,709638873
1954;395,709638873
1955;395,709638873
1956;395,709638873
1957;395,709638873
1958;394,553437597
1959;393,862146157
1960;388,758350344
1961;386,060985497
1962;383,972986375
1963;382,939524088
1964;380,772773131
1965;376,265220227
1966;374,172452824
1967;374,172452824
1968;374,172452824
1969;374,172452824
1970;374,172452824
1971;374,172452824
1972;374,172452824
1973;374,172452824
1974;374,172452824
1975;374,172452824
1976;372,928473949
1977;368,672605143
1978;368,672605143
1979;368,672605143
1980;368,672605143
1981;368,672605143
1982;368,672605143
1983;368,672605143
1984;368,672605143
1985;368,672605143
1986;368,672605143
1987;368,672605143
1988;368,625356075
1989;364,671852747
1990;362,88
1991;362,88
1992;362,88
1993;362,88
1994;362,88
1995;362,88
1996;362,88
1997;362,88
1998;362,88
1999;362,88
2000;362,88
2001;362,88
2002;369,557645128185
2003;376,961470914185
2004;387,929055143185
2005;395,411371192185
2006;400,705897003185
2007;406,876548535185
2008;410,351081920185
2009;410,560989536185
2010;411,979046367185
2011;414,253282439185
2012;415,589381651185
2013;415,589381651185
2014;415,589381651185
2015;415,589381651185
2016;415,589381651185
2017;415,589381651185
2018;415,589381651185
2019;415,589381651185
2020;415,589381651185
2021;415,589381651185
2022;415,589381651185
2023;415,589381651185
2024;415,589381651185
2025;415,589381651185
2026;415,589381651185
2027;415,589381651185
2028;415,589381651185
2029;415,589381651185
2030;415,589381651185
2031;415,589381651185
2032;408,911736523
2033;401,507910737
2034;390,540326508
2035;383,544474762
2036;378,249948951
2037;372,079297419
2038;368,604764034
2039;368,394856418
2040;366,976799587
2041;364,702563515
2042;363,366464303
2043;363,366464303
2044;363,366464303
2045;363,366464303
2046;363,366464303
2047;363,366464303
2048;363,366464303
2049;363,366464303
2050;363,366464303
2051;363,366464303
2052;363,366464303
2053;363,366464303
2054;363,366464303
2055;363,366464303
2056;364,308697973
2057;364,308697973
2058;364,308697973
2059;364,308697973
2060;364,308697973
2061;364,308697973
2062;364,308697973
2063;364,308697973
2064;364,496936463
2065;364,740218456
2066;365,5533843
2067;365,5533843
2068;365,5533843
2069;365,5533843
2070;365,5533843
2071;365,5533843
2072;365,5533843
2073;365,5533843
2074;365,5533843
2075;365,5533843
2076;369,83304271
2077;372,850367975
2078;375,005044741
2079;378,119400719
2080;378,119400719
2081;378,119400719
2082;378,119400719
2083;378,119400719
2084;378,119400719
2085;378,119400719
2086;377,177167049
2087;377,177167049
2088;377,177167049
2089;377,177167049
2090;377,177167049
2091;377,177167049
2092;377,177167049
2093;377,177167049
2094;376,988928559
2095;376,259182263
2096;375,446016419
2097;375,446016419
2098;375,446016419
2099;375,446016419
2100;375,446016419
2101;375,446016419
2102;375,446016419
2103;375,446016419
2104;375,446016419
2105;375,446016419
2106;371,166358009
2107;368,149032744
2108;365,994355978
2109;362,88
2110;362,88
2111;362,88
2112;362,88
2113;362,88
2114;362,88
2115;362,88
2116;362,88
2117;362,88
2118;362,88
2119;362,88
2120;362,88
2121;362,88
2122;362,88
2123;362,88
2124;362,88
2125;362,88
2126;362,88
2127;362,88
2128;362,88
2129;362,88
2130;362,88
2131;362,88
2132;362,88
2133;362,88
2134;362,88
2135;362,88
2136;362,88
2137;362,88
2138;362,88
2139;362,88
2140;362,88
2141;362,88
2142;362,88
2143;362,88
2144;362,88
2145;362,88
2146;362,88
2147;362,88
2148;362,88
2149;362,88
2150;362,88
2151;362,88
2152;362,88
2153;362,88
2154;362,88
2155;362,88
2156;362,88
2157;362,88
2158;362,88
2159;362,88
2160;362,88
2161;362,88
2162;362,88
2163;362,88
2164;362,88
2165;362,88
2166;362,88
2167;362,88
2168;362,88
2169;362,88
2170;362,88
2171;362,88
2172;362,88
2173;362,88
2174;362,88
2175;362,88
2176;362,88
2177;362,88
2178;362,88
2179;362,88
2180;362,88
2181;362,88
2182;362,88
2183;362,88
2184;362,88
2185;362,88
2186;362,88
2187;362,88
2188;362,88
2189;362,88
2190;362,88
2191;362,88
2192;362,88
2193;362,88
2194;362,88
2195;362,88
2196;362,88
2197;362,88
2198;362,88
2199;362,88
2200;362,88
2201;362,88
2202;362,88
2203;362,88
2204;362,88
2205;362,88
2206;362,88
2207;362,88
2208;362,88
2209;362,88
2210;362,88
2211;362,88
2212;362,88
2213;362,88
2214;362,88
2215;362,88
2216;362,88
2217;362,88
2218;362,88
2219;362,88
2220;362,88
2221;362,88
2222;363,051745429
2223;363,051745429
2224;363,051745429
2225;363,051745429
2226;363,051745429
2227;363,051745429
2228;363,051745429
2229;363,051745429
2230;363,051745429
2231;363,051745429
2232;363,051745429
2233;363,051745429
2234;363,051745429
2235;363,051745429
2236;363,051745429
2237;363,051745429
2238;363,051745429
2239;363,051745429
2240;363,051745429
2241;363,051745429
2242;363,051745429
2243;363,051745429
2244;368,329072267
2245;375,554993413
2246;379,887903664
2247;385,839109525
2248;391,55184684
2249;398,065332767
2250;402,523806399
2251;406,924993335
2252;411,868427806
2253;415,938304367
2254;419,23266874
2255;422,888116019
2256;425,763645777
2257;427,17688992
2258;427,17688992
2259;427,17688992
2260;427,17688992
2261;427,17688992
2262;427,17688992
2263;427,17688992
2264;427,17688992
2265;427,17688992
2266;427,205984806
2267;433,384059416
2268;445,818551618
2269;455,904317208
2270;463,333169929
2271;472,149798764
2272;478,580776016
2273;484,154939937
2274;478,877613099
2275;471,651691953
2276;467,318781702
2277;461,367575841
2278;455,654838526
2279;449,141352599
2280;444,682878967
2281;440,281692031
2282;435,166512131
2283;431,09663557
2284;427,802271197
2285;424,146823918
2286;421,27129416
2287;419,858050017
2288;419,858050017
2289;419,858050017
2290;419,858050017
2291;419,858050017
2292;427,770539649
2293;436,320351538
2294;442,438264299
2295;449,900510164
2296;455,423193519
2297;452,359030622
2298;439,92453842
2299;429,83877283
2300;422,409920109
2301;413,593291274
2302;407,162314022
2303;401,588150101
2304;401,588150101
2305;401,588150101
2306;401,588150101
2307;401,588150101
2308;401,588150101
2309;401,588150101
2310;401,588150101
2311;401,588150101
2312;401,588150101
2313;401,588150101
2314;401,588150101
2315;401,588150101
2316;401,588150101
2317;401,588150101
2318;401,588150101
2319;401,628073214
2320;403,676114339
2321;407,904781385
2322;399,992291753
2323;391,442479864
2324;385,324567103
2325;377,862321238
2326;372,310542997
2327;369,196631284
2328;369,196631284
2329;369,196631284
2330;369,196631284
2331;369,196631284
2332;369,196631284
2333;369,196631284
2334;369,196631284
2335;369,196631284
2336;373,54098946
2337;377,956215145
2338;380,166988255
2339;382,375364106
2340;385,493627239
2341;387,042023398
2342;388,183932396
2343;389,948314387
2344;392,514985578
2345;394,460799724
2346;394,460799724
2347;394,460799724
2348;401,545126505
2349;405,274971673
2350;406,73711338
2351;404,744632825
2352;405,170772786
2353;405,170772786
2354;405,170772786
2355;405,170772786
2356;405,170772786
2357;405,170772786
2358;405,170772786
2359;405,170772786
2360;405,170772786
2361;405,170772786
2362;405,170772786
2363;405,170772786
2364;408,349769467
2365;417,228054374
2366;424,892161378
2367;432,079558743
2368;441,598483127
2369;454,592228783
2370;462,408995267
2371;474,540374526
2372;490,030539208
2373;501,501948084
2374;514,375612112
2375;526,592541739
2376;538,888767077
2377;547,249934698
2378;540,165607917
2379;536,395839636
2380;532,885656804
2381;530,649470313
2382;530,223330352
2383;530,223330352
2384;530,223330352
2385;530,223330352
2386;530,223330352
2387;530,223330352
2388;530,223330352
2389;530,223330352
2390;530,223330352
2391;530,223330352
2392;530,223330352
2393;530,223330352
2394;527,044333671
2395;520,295115524
2396;510,638945455
2397;502,372118815
2398;491,613111151
2399;479,98826726
2400;473,281629895
2401;464,654366799
2402;454,437874347
2403;444,950984076
2404;433,187926302
2405;419,185598172
2406;406,889372834
2407;398,528205213
2408;398,528205213
2409;399,438651674
2410;405,445737927
2411;416,48127699
2412;437,158721897
2413;453,304560539
2414;469,408565503
2415;483,302801829
2416;495,945237944
2417;504,769951771
2418;508,751459476
2419;512,506858566
2420;516,815412751
2421;518,502369023
2422;519,81106253
2423;519,81106253
2424;519,81106253
2425;517,68199577
2426;515,329700659
2427;511,993904249
2428;511,023214419
2429;507,445936803
2430;503,217544551
2431;498,165032229
2432;491,749451001
2433;488,000550405
2434;484,32327296
2435;484,162857317
2436;484,162857317
2437;484,162857317
2438;493,057886874375
2439;503,034768038375
2440;503,475032823375
2441;496,537114666375
2442;475,859669759375
2443;463,127176498375
2444;451,013686217375
2445;441,869910214375
2446;437,741723985375
2447;440,195560455375
2448;447,899011413375
2449;452,482806937375
2450;452,239014607375
2451;450,552058335375
2452;449,243364828375
2453;449,243364828375
2454;449,243364828375
2455;449,243364828375
2456;449,243364828375
2457;449,243364828375
2458;457,859621860375
2459;475,822389571375
2460;497,349052858375
2461;519,457054495375
2462;539,642880751375
2463;554,596253211375
2464;570,596885065375
2465;585,685389298375
2466;593,309575848375
2467;602,180869772375
2468;602,24331261
2469;599,414437903
2470;601,519996544
2471;608,786395516
2472;619,997860734
2473;622,480617116
2474;627,455720978
2475;628,521858162
2476;630,928454279
2477;628,87429679
2478;622,015285928
2479;618,745729535
2480;618,352471734
2481;624,100143071
2482;629,27064718
2483;634,327133364
2484;642,084691289
2485;649,424421754
2486;656,824975615
2487;664,74018942
2488;662,656540615
2489;649,682039526
2490;628,495173207
2491;606,38717157
2492;586,201345314
2493;571,247972854
2494;555,247341
2495;540,158836767
2496;532,534650217
2497;523,663356293
2498;514,705883898
2499;506,64743098
2500;498,094521301
2501;486,730501423
2502;475,519036205
2503;469,622934442
2504;460,657315897
2505;454,84071839
2506;443,919872387
2507;434,695479579
2508;434,950472641
2509;441,147538332
2510;449,863172516
2511;453,914209169
2512;456,828586791
2513;460,269079369
2514;459,089108622
2515;458,216144443
2516;465,039385594
2517;469,954060429
2518;476,523439997
2519;485,726690505
2520;499,471668872
2521;511,706056384
2522;520,066975746
2523;526,571920831
2524;532,016161923
2525;532,461055058
2526;532,461055058
2527;532,461055058
2528;532,461055058
2529;532,461055058
2530;533,20334257
2531;537,040259642
2532;545,511357003
2533;553,193176748
2534;562,108121426
2535;567,414540829
2536;574,673969946
2537;585,134447464
2538;589,067400143
2539;588,691394499
2540;586,403981274
2541;584,66626138
2542;585,765375964
2543;586,573797704
2544;590,207982538
2545;592,558561907
2546;581,604584266
2547;570,749843666
2548;562,553961308
2549;551,752829939
2550;538,151828548
2551;526,382045127
2552;518,573877458
2553;515,919169986
2554;520,498010109
2555;538,956697992
2556;561,034672381
2557;585,782145331
2558;610,510352171
2559;632,645056754
2560;649,944069376
2561;661,137445141
2562;665,781824293
2563;673,66903476
2564;681,221743518
2565;689,951769085
2566;693,711409029
2567;693,36176576
2568;693,663415374
2569;690,863422788
2570;681,280336709
2571;673,538486166
2572;664,450398874
2573;659,599686829
2574;653,424499171
2575;649,99229869
2576;654,525612647
2577;665,385329604
2578;680,582784874
2579;701,303672863
2580;724,584817297
2581;750,985747946
2582;777,860353824
2583;797,838336024
2584;808,738740257
2585;807,524994811
2586;798,853967587
2587;787,612871455
2588;771,84546484
2589;758,096258831
2590;748,434043979
2591;741,234976088
2592;735,607451436
2593;721,945904588
2594;709,13801951
2595;695,10157454
2596;684,082505479
2597;673,97167123
2598;664,656128074
2599;656,565422392
2600;660,42990892
2601;674,534504219
2602;697,028960237
2603;721,646312381
2604;738,200448658
2605;757,895294363
2606;775,033104091
2607;784,721750484
2608;781,365923921
2609;773,515676775
2610;757,653932002
2611;736,960558438
2612;713,611133684
2613;691,393907239
2614;671,144460876
2615;653,454625304
2616;640,047678139
2617;626,541301321
2618;620,167734877
2619;616,050512457
2620;612,139813378
2621;604,485417691
2622;596,99746583
2623;595,089982466
2624;591,430214108
2625;595,099708768
2626;604,413026901
2627;618,658657087
2628;633,215139824
2629;646,305206839
2630;654,635818516
2631;652,41853944
2632;639,497788584
2633;617,509654201
2634;601,603235989
2635;581,372360546
2636;560,409320827
2637;539,95939801
2638;526,009789916
2639;512,915779331
2640;508,157527232
2641;504,544932983
2642;500,467000166
2643;498,856006798
2644;498,181967713
2645;498,181967713
2646;498,181967713
2647;500,642528592
2648;503,262696549
2649;508,120208224
2650;517,953764704
2651;536,60142854
2652;554,874496665
2653;572,90949472
2654;589,979247344
2655;603,671474377
2656;611,438989025
2657;613,397613517
2658;612,656376241
2659;612,135241801
2660;606,335612267
2661;600,332379505
2662;597,776113871
2663;599,050865852
2664;598,547485958
2665;594,989897429
2666;591,011996092
2667;588,938407519
2668;586,140281469
2669;582,97326545
2670;579,828343944
2671;577,268777017
2672;577,268777017
2673;578,865411047
2674;584,582471181
2675;594,42340386
2676;607,690516462
2677;621,620252231
2678;632,046980683
2679;635,763963114
2680;631,965526959
2681;622,724990758
2682;611,582565693
2683;599,575789191
2684;596,918123207
2685;591,17774787
2686;585,165662129
2687;580,624912274
2688;578,118146083
2689;574,122893977
2690;572,266060708
2691;567,74021759
2692;560,626869039
2693;552,86710152
2694;549,739213575
2695;554,070446677
2696;564,349028783
2697;577,737692746
2698;592,430062518
2699;607,157564281
2700;625,499770178
2701;648,365309237
2702;671,63178305
2703;691,59292398
2704;705,991298703
2705;714,440524297
2706;717,462791517
2707;716,268648844
2708;716,147131906
2709;716,93150515
2710;719,352883152
2711;724,738043226
2712;734,092382463
2713;744,368034251
2714;742,374018488
2715;744,290769724
2716;746,751220696
2717;745,789513502
2718;740,721571698
2719;736,232254781
2720;733,608044844
2721;736,042054273
2722;745,010951094
2723;757,640401713
2724;774,550092145
2725;792,134084924
2726;805,330607651
2727;814,032170456
2728;817,261605302
2729;817,904333197
2730;808,597997271
2731;795,01343183
2732;782,368963016
2733;768,809714064
2734;756,912284014
2735;747,018433984
2736;738,255627701
2737;728,972202233
2738;719,83281939
2739;713,711080148
2740;710,234313567
2741;701,663066982
2742;687,543978465
2743;673,62249382
2744;665,246830404
2745;658,864668181
2746;656,769911304
2747;662,158446499
2748;676,739610841
2749;696,465564314
2750;713,939048314
2751;727,721330181
2752;732,953715469
2753;732,2627059
2754;723,348971022
2755;710,112584705
2756;697,467790881
2757;683,785161788
2758;673,240183191
2759;663,413068166
2760;657,974146825
2761;651,637726557
2762;644,605788095
2763;639,285563716
2764;635,232158608
2765;631,245105348
2766;624,826111719
2767;618,913383212
2768;612,540152803
2769;605,034748541
2770;596,004302191
2771;591,673693899
2772;594,794029717
2773;602,011921504
2774;607,87424333
2775;610,2642928
2776;605,808801142
2777;595,376647803
2778;575,349985916
2779;553,598662864
2780;537,284961794
2781;520,891651436
2782;508,336164726
2783;496,905395364
2784;488,055010969
2785;479,208267934
2786;468,377956925
2787;459,97035925
2788;452,593533229
2789;447,050418596
2790;443,453469966
2791;440,508916616
2792;436,918850079
2793;434,24054845
2794;430,075948751
2795;425,666693768
2796;424,559113858
2797;424,559113858
2798;424,559113858
2799;424,559113858
2800;424,141442259
2801;422,074180168
2802;416,58795057
2803;406,987670087
2804;397,0829408
2805;387,536955961
2806;387,308564091
2807;388,93728578
2808;392,822997374
2809;390,764003401
2810;387,173156072
2811;385,672797238
2812;384,027001839
2813;382,920439471
2814;382,721833732
2815;381,598210296
2816;381,598210296
2817;381,598210296
2818;381,598210296
2819;381,598210296
2820;385,787514553
2821;392,975519652
2822;405,653292053
2823;423,992785463
2824;440,248705436
2825;455,312875981
2826;465,466498717
2827;473,332140568
2828;475,623790688
2829;475,623790688
2830;475,623790688
2831;475,623790688
2832;475,623790688
2833;475,623790688
2834;475,623790688
2835;475,623790688
2836;468,873233081
2837;461,586331907
2838;456,905580392
2839;456,905580392
2840;456,905580392
2841;456,905580392
2842;456,905580392
2843;456,905580392
2844;456,905580392
2845;456,905580392
2846;456,905580392
2847;456,905580392
2848;456,905580392
2849;456,905580392
2850;452,716276135
2851;445,528271036
2852;432,850498635
2853;414,511005225
2854;398,255085252
2855;383,190914707
2856;373,037291971
2857;365,17165012
2858;362,88
2859;362,88
2860;362,88
2861;362,88
2862;362,88
2863;362,88
2864;362,88
2865;362,88
2866;362,88
2867;362,88
2868;362,88
2869;362,88
2870;362,88
2871;362,88
2872;362,88
2873;362,88
2874;362,88
2875;362,88
2876;362,88
2877;362,88
2878;362,88
2879;362,88
2880;362,88
2881;362,88
2882;362,88
2883;362,88
2884;362,88
2885;362,88
2886;362,88
2887;362,88
2888;362,88
2889;362,88
2890;362,88
2891;362,88
2892;362,88
2893;366,132698169
2894;369,773299234
2895;372,261360662
2896;372,261360662
2897;372,261360662
2898;372,261360662
2899;372,261360662
2900;372,261360662
2901;372,261360662
2902;372,261360662
2903;372,261360662
2904;372,261360662
2905;372,261360662
2906;372,261360662
2907;372,261360662
2908;372,261360662
2909;372,261360662
2910;372,261360662
2911;372,261360662
2912;372,261360662
2913;372,261360662
2914;372,396885263
2915;377,401387542
2916;383,785330155
2917;390,893354939
2918;396,789818955
2919;399,037413077
2920;399,037413077
2921;399,037413077
2922;399,037413077
2923;395,784714908
2924;392,144113843
2925;389,656052415
2926;389,656052415
2927;389,656052415
2928;389,656052415
2929;389,656052415
2930;389,656052415
2931;389,656052415
2932;389,656052415
2933;389,656052415
2934;389,656052415
2935;389,656052415
2936;389,656052415
2937;389,656052415
2938;389,656052415
2939;391,297609617
2940;395,212991812
2941;400,769260572
2942;406,895289977
2943;411,775750321
2944;411,64022572
2945;406,635723441
2946;400,251780828
2947;393,143756044
2948;387,247292028
2949;384,999697906
2950;384,999697906
2951;384,999697906
2952;384,999697906
2953;384,999697906
2954;384,999697906
2955;384,999697906
2956;384,999697906
2957;384,999697906
2958;384,999697906
2959;384,999697906
2960;384,999697906
2961;384,999697906
2962;387,012295852
2963;391,939250722
2964;399,087327532
2965;406,814109278
2966;414,353774058
2967;422,598906011
2968;429,505678843
2969;432,232559787
2970;428,317177592
2971;422,760908832
2972;416,634879427
2973;411,754419083
2974;411,754419083
2975;411,754419083
2976;411,754419083
2977;411,754419083
2978;411,754419083
2979;411,754419083
2980;411,754419083
2981;412,743121217
2982;413,119065043
2983;414,818855194
2984;417,263630313
2985;421,769182516
2986;426,620474624
2987;432,789848644
2988;440,77608178578
2989;457,60149196178
2990;475,38399270578
2991;493,15954121978
2992;507,87864710078
2993;518,73212150778
2994;521,67834116078
2995;524,39840995278
2996;534,00712204278
2997;540,91652777378
2998;550,02343956178
2999;561,63765631278
3000;575,26276857878
3001;587,01622428478
3002;595,39927770678
3003;601,18191407378
3004;605,14770964678
3005;614,66224324278
3006;625,40517954778
3007;639,60072414078
3008;656,30378908278
3009;674,62477800478
3010;692,73583245878
3011;708,61976473078
3012;720,32621013678
3013;731,60069397478
3014;742,20566570078
3015;751,11007843678
3016;756,62719348878
3017;757,90566409978
3018;753,942523665
3019;742,541315071
3020;728,341996045
3021;710,566447531
3022;693,891470818
3023;678,111041541
3024;668,016745078
3025;657,56989454
3026;640,42151767
3027;625,266979986
3028;609,253295366
3029;593,270640469
3030;579,645528203
3031;569,28286534
3032;565,768019294
3033;568,197997294
3034;573,414219657
3035;569,440460672
3036;562,184190111
3037;552,722544988
3038;541,75491779
3039;530,363464414
3040;518,342843972
3041;506,885323589
3042;496,745084297
3043;486,867637274
3044;473,817890429
3045;460,40792549
3046;450,03951833
3047;442,591673699
3048;438,568580992
3049;433,14437941
3050;429,561197692
3051;429,561197692
3052;429,504470578
3053;429,504470578
3054;429,504470578
3055;429,504470578
3056;429,504470578
3057;431,265447591
3058;438,134620352
3059;446,893688769
3060;460,245548928
3061;476,518643397
3062;490,493396082
3063;499,310079121
3064;502,351509314
3065;504,943526419
3066;503,996715542
3067;503,099179122
3068;502,080499977
3069;498,071841953
3070;496,348060224
3071;496,965406835
3072;500,91246392
3073;501,251582272
3074;501,251582272
3075;501,251582272
3076;501,432526554
3077;501,497991116
3078;501,497991116
3079;501,497991116
3080;503,185678954
3081;508,567250679
3082;521,459032259
3083;539,59417893
3084;564,951522058
3085;588,211204847
3086;611,756489646
3087;630,717962626
3088;638,499520326
3089;639,465190252
3090;629,883449124
3091;616,94077189
3092;603,042378127
3093;587,773137187
3094;577,239882763
3095;570,200389772
3096;567,660534905
3097;563,824171855
3098;559,107413256
3099;556,186535734
3100;551,819883451
3101;545,787422817
3102;539,898215792
3103;536,462270474
3104;536,462270474
3105;536,485500807
3106;540,552142525
3107;550,586553553
3108;563,638132167
3109;581,014619646
3110;596,796604757
3111;606,408552448
3112;603,90194942
3113;592,72056522
3114;569,340183535
3115;549,513537288
3116;530,06038256
3117;511,218560948
3118;498,882062298
3119;491,767219239
3120;490,164494303
3121;487,855277178
3122;484,645373559
3123;488,068283362
3124;492,667493553
3125;495,116197391
3126;496,626548838
3127;498,084482734
3128;499,671467798
3129;502,660236348
3130;510,242995756
3131;521,193386879
3132;534,537906293
3133;546,721322943
3134;559,844545502
3135;574,304512399
3136;582,705668638
3137;581,765657507
3138;571,619340266
3139;556,583774509
3140;540,996300478
3141;526,002781062
3142;515,61760251
3143;508,663840039
3144;506,686878596
3145;503,253842054
3146;499,161711983
3147;497,281083602
3148;494,966851791
3149;492,356956507
3150;490,189562412
3151;487,777569459
3152;486,04290678
3153;480,859940511
3154;474,570536615
3155;471,084229175
3156;473,647735361
3157;477,63588413
3158;482,809740371
3159;487,838602387
3160;487,514829879
3161;481,921267761
3162;470,169784112
3163;461,384621708
3164;462,196624637
3165;459,257055558
3166;458,67810302
3167;460,717889402
3168;467,366462377
3169;471,118255392
3170;470,863196592
3171;471,846828314
3172;471,846828314
3173;474,879112533
3174;478,201927741
3175;483,11541218
3176;490,16576107
3177;500,663423226
3178;515,757605748
3179;534,777304339
3180;555,269014281
3181;573,516948616
3182;592,259459453
